Identificateur de l’entité=424017,"Nom de l’entité=UPG_Auto_Testing1",Fréquence=ponctuel
Identificateur de l’entité=424017,"Nom de l’entité=UPG_Auto_Testing1",Nom du type de rapport=Multiple,Fréquence=ponctuel,Du [date]=2025-09-02,AU [date]=2025-09-06,Date de génération=2025-11-14,Durée d’une génération=14:16:29
"Type de dossier","Identificateur externe de la division des transactions","Code de type de différend","Catégorie","Code financier non-financier","Nombre","Montant de la devise de présentation","Code de devise de la présentation","Montant en devise de règlement","Code de devise de règlement"
"Dispute Summary","424018","CB","OPAACCEPT","FIN","-6","-435.52000000","USD","-435.52000000","USD"
"Dispute Summary","424018","CB","OPADENY","NON","34","3548.98000000","USD","3548.98000000","USD"
"Dispute Summary","424018","CB","OPAREQ","NON","-1","-67.95000000","USD","-67.95000000","USD"
"Dispute Summary","424018","CB","RECD","FIN","129","14030.82000000","USD","14030.82000000","USD"
"Dispute Summary","424018","CB","RECRS","NON","16","2697.00000000","USD","2697.00000000","USD"
"Dispute Summary","424018","CB","REPR","FIN","-17","-2851.13000000","USD","-2851.13000000","USD"
"Dispute Summary","424018","CB","RTM","NON","-133","-14816.59000000","USD","-14816.59000000","USD"
"Type de dossier","Identificateur externe de la division des transactions","Numéro de séquence de la transaction en différend","Code de type de différend","Catégorie","Montant de la devise de présentation du différend de l’émetteur","Montant en devise de présentation de l’action actuelle","Code de devise de la présentation","Numéro de commande de commerçant","Numéro de compte","Nom du consommateur","Code du mode de paiement","Code de raison du différend de la marque de paiement","Texte de raison du différend de la marque de paiement","Classification de la catégorie de raison ECP","Texte de classification de la catégorie de raison ECP","Date de transaction","Date de début de différend","Date d’activité","Date d’échéance de différend","Code d’utilisation de différend","Méthode d’autorisation du titulaire de compte","Texte de la méthode d’autorisation du titulaire de compte","Numéro de référence de l’acquéreur","Montant de la devise de règlement du différend de l’émetteur","Montant en devise de règlement de l’action actuelle","Code de devise de règlement","Date d’autorisation","Code d’action","Indicateur de crédit débit du titulaire de la carte","Numéro d’ajustement","Numéro de billet","Code de l’indicateur d’état","Code de méthode du jeton numérique","Indicateur de rétrofacturations groupées potentielles"
"DisputeDetails","424018","788236608","CB","RECD","65.26000000","65.26000000","USD","Z10J8KY7EPAYU01","527482XXXXXX2931","","MC","98","RÉTROFACTURATION LIÉE À LA CONFORMITÉ","","","2025-07-28","2025-09-03","2025-09-04","","","","","55432865209209600000000","65.26000000","65.26000000","USD","2025-07-28 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788242050","CB","RECD","661.87000000","661.87000000","USD","QCWQ8LL7EPAYN04","549203XXXXXX9778","","MC","53","NE CORRESPOND PAS À LA DESCRIPTION OU DÉFECTUEUX","","","2025-08-17","2025-09-04","2025-09-04","2025-10-13","1","","","55432865229206600000000","661.87000000","661.87000000","USD","2025-08-17 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788242487","CB","RECD","70.78000000","70.78000000","USD","9YYH8KV7EPAYR03","536081XXXXXX5993","","MC","37","PAS D’AUTORISATION DU DÉTENTEUR DE CARTE","","","2025-07-25","2025-09-04","2025-09-04","2025-10-13","1","","","55432865206208600000000","70.78000000","70.78000000","USD","2025-07-25 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788243996","CB","RECD","60.25000000","60.25000000","USD","HCW18M27EPAYD02","522355XXXXXX9340","","MC","53","NE CORRESPOND PAS À LA DESCRIPTION OU DÉFECTUEUX","","","2025-09-01","2025-09-04","2025-09-04","2025-10-13","1","","","55432865244201800000000","60.25000000","60.25000000","USD","2025-09-01 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788243997","CB","RECD","93.37000000","93.37000000","USD","HDFQ8M27EPAYD02","522355XXXXXX0683","","MC","37","PAS D’AUTORISATION DU DÉTENTEUR DE CARTE","","","2025-09-01","2025-09-04","2025-09-04","2025-10-13","1","","","55432865244201800000000","93.37000000","93.37000000","USD","2025-09-01 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788244297","CB","RECD","70.00000000","70.00000000","USD","JBNG8LG7EPAYK02","510875XXXXXX5580","","MC","53","NE CORRESPOND PAS À LA DESCRIPTION OU DÉFECTUEUX","","","2025-08-13","2025-09-04","2025-09-04","2025-10-13","1","","","55432865225205200000000","70.00000000","70.00000000","USD","2025-08-13 00:00:00.000","","","","","","0",""
"DisputeDetails","424018","788466065","CB","RECD","92.98000000","92.98000000","USD","JG258LF7EPAYJ23","542418XXXXXX9279","","MC","37","PAS D’AUTORISATION DU DÉTENTEUR DE CARTE","","","2025-08-13","2025-09-04","2025-09-04","2025-10-13","1","","","55432865225205200000000","92.98000000","92.98000000","USD","2025-08-13 00:00:00.000","","","","","","0",""
"DisputeDetails","424018","788466418","CB","RECD","95.74000000","95.74000000","USD","P8W08LT7EPAYV32","514616XXXXXX6571","","MC","37","PAS D’AUTORISATION DU DÉTENTEUR DE CARTE","","","2025-08-26","2025-09-04","2025-09-04","2025-10-13","1","","","55432865238209700000000","95.74000000","95.74000000","USD","2025-08-26 00:00:00.000","","","","","","0",""
"DisputeDetails","424018","788467332","CB","RECD","209.86000000","209.86000000","USD","2CVV8LK7EPAYN02","559915XXXXXX1666","","MC","53","NE CORRESPOND PAS À LA DESCRIPTION OU DÉFECTUEUX","","","2025-08-16","2025-09-04","2025-09-04","2025-10-13","1","","","55432865228206200000000","209.86000000","209.86000000","USD","2025-08-16 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788467333","CB","RECD","70.66000000","70.66000000","USD","DCG08K17EPAYS21","527515XXXXXX9957","","MC","37","PAS D’AUTORISATION DU DÉTENTEUR DE CARTE","","","2025-07-01","2025-09-04","2025-09-04","2025-10-13","1","","","55432865182200100000000","70.66000000","70.66000000","USD","2025-07-01 00:00:00.000","","","","","","0",""
"DisputeDetails","424018","788467334","CB","RECD","449.21000000","449.21000000","USD","S5V18LX7EPAYY31","531259XXXXXX9017","","MC","37","PAS D’AUTORISATION DU DÉTENTEUR DE CARTE","","","2025-08-28","2025-09-04","2025-09-04","2025-10-13","1","","","55432865240200400000000","449.21000000","449.21000000","USD","2025-08-28 00:00:00.000","","","","","","0",""
"DisputeDetails","424018","788467335","CB","RECD","20.72000000","20.72000000","USD","39LK8LV7EPAYW03","559904XXXXXX4149","","MC","37","PAS D’AUTORISATION DU DÉTENTEUR DE CARTE","","","2025-08-25","2025-09-04","2025-09-04","2025-10-13","1","","","55432865237209300000000","20.72000000","20.72000000","USD","2025-08-25 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788468458","CB","RECD","70.78000000","70.78000000","USD","QQKG8K97EPAYA02","521333XXXXXX6142","","MC","37","PAS D’AUTORISATION DU DÉTENTEUR DE CARTE","","","2025-07-08","2025-09-04","2025-09-04","2025-10-13","1","","","55432865189202500000000","70.78000000","70.78000000","USD","2025-07-08 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788470205","CB","RECD","231.53000000","231.53000000","USD","512T8KG7EPAYF43","435786XXXXXX1834","","CR","98","RÉTROFACTURATION LIÉE À LA CONFORMITÉ","","","2025-07-16","2025-09-04","2025-09-04","","","","","24510735197105200000000","231.53000000","231.53000000","USD","2025-07-16 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788485372","CB","RECD","97.03000000","97.03000000","USD","6VB58LZ7EPAYA02","464457XXXXXX8706","","CR","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-08-29","2025-09-02","2025-09-04","2025-09-10","9","","","24510735241102800000000","97.03000000","97.03000000","USD","2025-08-29 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788485506","CB","RECD","70.66000000","70.66000000","USD","SBJJ8LV7EPAYW52","434769XXXXXX3200","","CR","13.2","TRANSACTION RÉCURRENTE ANNULÉE","","","2025-08-29","2025-09-02","2025-09-04","2025-09-10","9","","","24510735241102800000000","70.66000000","70.66000000","USD","2025-08-29 00:00:00.000","","","","","","0",""
"DisputeDetails","424018","788485565","CB","RECD","40.00000000","40.00000000","USD","W8CR8M27EPAYD01","486876XXXXXX7048","","CR","13.7","CRÉDIT NON TRAITÉ","","","2025-09-01","2025-09-02","2025-09-04","2025-09-10","9","","","24510735244105600000000","40.00000000","40.00000000","USD","2025-09-01 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788485681","CB","RECD","40.52000000","40.52000000","USD","NZMK8M07EPAYB01","438861XXXXXX8367","","CR","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-08-30","2025-09-02","2025-09-04","2025-09-10","9","","","24510735242103800000000","40.52000000","40.52000000","USD","2025-08-30 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788485741","CB","RECD","75.25000000","75.25000000","USD","1Y0J8LZ7EPAYA01","439439XXXXXX6923","","CR","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-08-29","2025-09-02","2025-09-04","2025-09-10","9","","","24510735241102800000000","75.25000000","75.25000000","USD","2025-08-29 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788485868","CB","RECD","50.00000000","50.00000000","USD","3K4V8M17EPAYC02","415229XXXXXX0271","","CR","13.2","TRANSACTION RÉCURRENTE ANNULÉE","","","2025-08-31","2025-09-02","2025-09-04","2025-09-10","9","","","24510735243104700000000","50.00000000","50.00000000","USD","2025-08-31 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788485902","CB","RECD","340.85000000","340.85000000","USD","SQW98M07EPAYB01","482915XXXXXX1227","","CR","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-08-30","2025-09-02","2025-09-04","2025-09-10","9","","","24510735242103800000000","340.85000000","340.85000000","USD","2025-08-30 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788485957","CB","RECD","143.55000000","143.55000000","USD","09HT8M07EPAYB32","433278XXXXXX4015","","CR","13.2","TRANSACTION RÉCURRENTE ANNULÉE","","","2025-08-31","2025-09-02","2025-09-04","2025-09-10","9","","","24510735243104700000000","143.55000000","143.55000000","USD","2025-08-31 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788486139","CB","RECD","60.36000000","60.36000000","USD","906W8M07EPAYB02","431662XXXXXX6432","","CR","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-08-30","2025-09-02","2025-09-04","2025-09-10","9","","","24510735242103800000000","60.36000000","60.36000000","USD","2025-08-30 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788486676","CB","RECD","150.52000000","150.52000000","USD","R7DC8M27EPAYD03","439439XXXXXX9335","","CR","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-09-01","2025-09-02","2025-09-04","2025-09-10","9","","","24510735244105600000000","150.52000000","150.52000000","USD","2025-09-01 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788486909","CB","RECD","65.22000000","65.22000000","USD","V9MK8LL7EPAYN04","486949XXXXXX8645","","CR","13.1","SERVICES NON RENDUS OU MARCHANDISE NON REÇUE","","","2025-08-17","2025-09-02","2025-09-04","2025-09-10","9","","","24510735229101900000000","65.22000000","65.22000000","USD","2025-08-17 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788487663","CB","RECD","85.37000000","85.37000000","USD","FWFQ8M27EPAYD02","440441XXXXXX9237","","CR","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-09-01","2025-09-02","2025-09-04","2025-09-10","9","","","24510735244105600000000","85.37000000","85.37000000","USD","2025-09-01 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788487817","CB","RECD","85.25000000","85.25000000","USD","W53P8LZ7EPAYA01","439436XXXXXX3889","","CR","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-08-29","2025-09-02","2025-09-04","2025-09-10","9","","","24510735241102800000000","85.25000000","85.25000000","USD","2025-08-29 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788487931","CB","RECD","56.51000000","56.51000000","USD","3TSS8M27EPAYD01","440441XXXXXX3397","","CR","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-09-01","2025-09-02","2025-09-04","2025-09-10","9","","","24510735244105600000000","56.51000000","56.51000000","USD","2025-09-01 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788488443","CB","RECD","85.39000000","85.39000000","USD","W0GC8M27EPAYD01","409530XXXXXX1253","","CR","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-09-01","2025-09-02","2025-09-04","2025-09-10","9","","","24510735244105600000000","85.39000000","85.39000000","USD","2025-09-01 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788488814","CB","RECD","65.33000000","65.33000000","USD","ZFS08LZ7EPAYA01","431662XXXXXX8103","","CR","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-08-29","2025-09-02","2025-09-04","2025-09-10","9","","","24510735241102800000000","65.33000000","65.33000000","USD","2025-08-29 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788489424","CB","RECD","60.61000000","60.61000000","USD","P1Y18M27EPAYD03","405602XXXXXX0517","","CR","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-09-01","2025-09-02","2025-09-04","2025-09-10","9","","","24510735244105600000000","60.61000000","60.61000000","USD","2025-09-01 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788489459","CB","RECD","167.97000000","167.97000000","USD","W9GB8LZ7EPAYA01","464457XXXXXX5324","","CR","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-08-29","2025-09-02","2025-09-04","2025-09-10","9","","","24510735241102800000000","167.97000000","167.97000000","USD","2025-08-29 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788489848","CB","RECD","52.01000000","52.01000000","USD","6CP98LZ7EPAYA02","420590XXXXXX5589","","CR","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-08-29","2025-09-02","2025-09-04","2025-09-10","9","","","24510735241102800000000","52.01000000","52.01000000","USD","2025-08-29 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788491454","CB","RECD","88.20000000","88.20000000","USD","81GX8LQ7EPAYS01","409530XXXXXX0587","","CR","13.2","TRANSACTION RÉCURRENTE ANNULÉE","","","2025-08-21","2025-09-02","2025-09-04","2025-09-10","9","","","24510735233105400000000","88.20000000","88.20000000","USD","2025-08-21 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788491634","CB","RECD","197.52000000","197.52000000","USD","RMSB8M27EPAYD01","472816XXXXXX4034","","CR","13.2","TRANSACTION RÉCURRENTE ANNULÉE","","","2025-09-01","2025-09-02","2025-09-04","2025-09-10","9","","","24510735244105600000000","197.52000000","197.52000000","USD","2025-09-01 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788492394","CB","RECD","80.00000000","80.00000000","USD","H1158LY7EPAYZ31","492483XXXXXX1340","","CR","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-08-29","2025-09-02","2025-09-04","2025-09-10","9","","","24510735241102800000000","80.00000000","80.00000000","USD","2025-08-29 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788492448","CB","RECD","85.20000000","85.20000000","USD","4KH18LQ7EPAYS03","409745XXXXXX0988","","CR","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-08-21","2025-09-02","2025-09-04","2025-09-10","9","","","24510735233105500000000","85.20000000","85.20000000","USD","2025-08-21 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788495576","CB","RECD","74.45000000","74.45000000","USD","4JH68M07EPAYB04","442274XXXXXX1549","","CR","13.2","TRANSACTION RÉCURRENTE ANNULÉE","","","2025-08-31","2025-09-02","2025-09-04","2025-09-10","9","","","24510735243104700000000","74.45000000","74.45000000","USD","2025-08-30 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788495654","CB","RECD","70.27000000","70.27000000","USD","JNBD8M27EPAYD02","401623XXXXXX6336","","CR","13.2","TRANSACTION RÉCURRENTE ANNULÉE","","","2025-09-01","2025-09-02","2025-09-04","2025-09-10","9","","","24510735244105600000000","70.27000000","70.27000000","USD","2025-09-01 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788496638","CB","RECD","239.25000000","239.25000000","USD","SJFY8LX7EPAYY01","435707XXXXXX2619","","VI","13.7","CRÉDIT NON TRAITÉ","","","2025-08-27","2025-09-02","2025-09-04","2025-09-10","9","","","24692165239100900000000","239.25000000","239.25000000","USD","2025-08-27 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788497010","CB","RECD","47.27000000","47.27000000","USD","Z6Y38LV7EPAYW02","435779XXXXXX2092","","VI","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-08-25","2025-09-02","2025-09-04","2025-09-10","9","","","24692165237109200000000","47.27000000","47.27000000","USD","2025-08-25 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788497559","CB","RECD","102.49000000","102.49000000","USD","8G9Y8LX7EPAYY02","436618XXXXXX2662","","VI","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-08-27","2025-09-02","2025-09-04","2025-09-10","9","","","24692165239101000000000","102.49000000","102.49000000","USD","2025-08-27 00:00:00.000","","","","","","0",""
"DisputeDetails","424018","788497755","CB","RECD","60.00000000","60.00000000","USD","KH9Q8HR7EPAYE01","486010XXXXXX3028","","VI","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-05-22","2025-09-02","2025-09-04","2025-09-10","9","","","24692165142107300000000","60.00000000","60.00000000","USD","2025-05-21 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788497756","CB","RECD","60.00000000","60.00000000","USD","W8HW8JS7EPAYK01","486010XXXXXX3028","","VI","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-06-23","2025-09-02","2025-09-04","2025-09-10","9","","","24692165174103300000000","60.00000000","60.00000000","USD","2025-06-22 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788497764","CB","RECD","60.00000000","60.00000000","USD","HBMK8KQ7EPAYN01","486010XXXXXX3028","","VI","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-07-22","2025-09-02","2025-09-04","2025-09-10","9","","","24692165203100200000000","60.00000000","60.00000000","USD","2025-07-21 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788497766","CB","RECD","60.00000000","60.00000000","USD","V5N78LQ7EPAYS02","486010XXXXXX3028","","VI","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-08-21","2025-09-02","2025-09-04","2025-09-10","9","","","24692165233105500000000","60.00000000","60.00000000","USD","2025-08-21 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788497991","CB","RECD","95.84000000","95.84000000","USD","4KS18K47EPAYV01","442845XXXXXX4137","","VI","13.7","CRÉDIT NON TRAITÉ","","","2025-07-04","2025-09-02","2025-09-04","2025-09-10","9","","","24692165185103700000000","95.84000000","95.84000000","USD","2025-07-03 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788497992","CB","RECD","95.84000000","95.84000000","USD","9QFK8L47EPAYG0C","442845XXXXXX4137","","VI","13.7","CRÉDIT NON TRAITÉ","","","2025-08-03","2025-09-02","2025-09-04","2025-09-10","9","","","24692165215102000000000","95.84000000","95.84000000","USD","2025-08-03 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788498016","CB","RECD","65.33000000","65.33000000","USD","P6FL8LQ7EPAYS01","432636XXXXXX2301","","VI","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-08-21","2025-09-02","2025-09-04","2025-09-10","9","","","24692165233105500000000","65.33000000","65.33000000","USD","2025-08-21 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788498419","CB","RECD","95.39000000","95.39000000","USD","ZLGY8LW7EPAYX01","463935XXXXXX3840","","VI","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-08-26","2025-09-02","2025-09-04","2025-09-10","9","","","24692165238100100000000","95.39000000","95.39000000","USD","2025-08-26 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788498441","CB","RECD","55.24000000","55.24000000","USD","W7ZS8LW7EPAYX01","420606XXXXXX1259","","VI","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-08-26","2025-09-02","2025-09-04","2025-09-10","9","","","24692165238100100000000","55.24000000","55.24000000","USD","2025-08-26 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788500472","CB","RECD","60.61000000","60.61000000","USD","412C8L17EPAYX01","411818XXXXXX6276","","VI","13.7","CRÉDIT NON TRAITÉ","","","2025-07-31","2025-09-02","2025-09-04","2025-09-10","9","","","24692165212109100000000","60.61000000","60.61000000","USD","2025-07-31 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788503594","CB","RECD","133.00000000","133.00000000","USD","81XL8LX7EPAYY02","433279XXXXXX7977","","VI","13.2","TRANSACTION RÉCURRENTE ANNULÉE","","","2025-08-27","2025-09-02","2025-09-04","2025-09-10","9","","","24692165239100900000000","133.00000000","133.00000000","USD","2025-08-27 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788503657","CB","RECD","101.29000000","101.29000000","USD","MBY28JL7EPAYE01","432636XXXXXX2285","","VI","13.7","CRÉDIT NON TRAITÉ","","","2025-06-17","2025-09-02","2025-09-04","2025-09-10","9","","","24692165168100900000000","101.29000000","101.29000000","USD","2025-06-16 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788504226","CB","RECD","75.70000000","75.70000000","USD","BVHK8HD7EPAYT02","432312XXXXXX8895","","VI","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-05-11","2025-09-02","2025-09-04","2025-09-10","9","","","24692165131107500000000","75.70000000","75.70000000","USD","2025-05-10 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788504974","CB","RECD","40.22000000","40.22000000","USD","R5FF8GQ7EPAYY01","433279XXXXXX5256","","VI","13.7","CRÉDIT NON TRAITÉ","","","2025-04-20","2025-09-02","2025-09-04","2025-09-10","9","","","24692165110101400000000","40.22000000","40.22000000","USD","2025-04-19 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788505018","CB","RECD","65.24000000","65.24000000","USD","5Z5K8LL7EPAYO02","433279XXXXXX5256","","VI","13.2","TRANSACTION RÉCURRENTE ANNULÉE","","","2025-08-17","2025-09-02","2025-09-04","2025-09-10","9","","","24692165229101900000000","65.24000000","65.24000000","USD","2025-08-17 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788505019","CB","RECD","65.24000000","65.24000000","USD","M0J38KL7EPAYJ02","433279XXXXXX5256","","VI","13.2","TRANSACTION RÉCURRENTE ANNULÉE","","","2025-07-18","2025-09-02","2025-09-04","2025-09-10","9","","","24692165199106600000000","65.24000000","65.24000000","USD","2025-07-17 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788505020","CB","RECD","65.24000000","65.24000000","USD","SF478JN7EPAYG02","433279XXXXXX5256","","VI","13.2","TRANSACTION RÉCURRENTE ANNULÉE","","","2025-06-19","2025-09-02","2025-09-04","2025-09-10","9","","","24692165170102700000000","65.24000000","65.24000000","USD","2025-06-18 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788505021","CB","RECD","65.24000000","65.24000000","USD","3K0W8HN7EPAYB01","433279XXXXXX5256","","VI","13.2","TRANSACTION RÉCURRENTE ANNULÉE","","","2025-05-19","2025-09-02","2025-09-04","2025-09-10","9","","","24692165139104700000000","65.24000000","65.24000000","USD","2025-05-18 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788507284","CB","RECD","70.35000000","70.35000000","USD","HM5G8LN7EPAYQ02","472955XXXXXX3059","","VI","13.2","TRANSACTION RÉCURRENTE ANNULÉE","","","2025-08-19","2025-09-02","2025-09-04","2025-09-10","9","","","24692165231103600000000","70.35000000","70.35000000","USD","2025-08-19 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788507757","CB","RECD","85.76000000","85.76000000","USD","8MCX8LB7EPAYG03","442845XXXXXX9117","","VI","13.2","TRANSACTION RÉCURRENTE ANNULÉE","","","2025-08-10","2025-09-02","2025-09-04","2025-09-10","9","","","24692165222105500000000","85.76000000","85.76000000","USD","2025-08-09 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788508026","CB","RECD","70.05000000","70.05000000","USD","RXW68M27EPAYD03","413663XXXXXX1272","","VI","13.2","TRANSACTION RÉCURRENTE ANNULÉE","","","2025-09-01","2025-09-02","2025-09-04","2025-09-10","9","","","24692165244105600000000","70.05000000","70.05000000","USD","2025-09-01 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788511790","CB","RECD","55.34000000","55.34000000","USD","8YT38M07EPAYB04","405424XXXXXX4730","","VI","13.2","TRANSACTION RÉCURRENTE ANNULÉE","","","2025-08-31","2025-09-02","2025-09-04","2025-09-10","9","","","24692165243104700000000","55.34000000","55.34000000","USD","2025-08-30 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788513830","CB","RECD","85.24000000","85.24000000","USD","2CJM8L27EPAYY02","426878XXXXXX0077","","VI","13.7","CRÉDIT NON TRAITÉ","","","2025-08-01","2025-09-02","2025-09-04","2025-09-10","9","","","24692165213100100000000","85.24000000","85.24000000","USD","2025-08-01 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788514054","CB","RECD","85.24000000","85.24000000","USD","R4WY8J37EPAYP01","426878XXXXXX0077","","VI","13.7","CRÉDIT NON TRAITÉ","","","2025-06-02","2025-09-02","2025-09-04","2025-09-10","9","","","24692165153107200000000","85.24000000","85.24000000","USD","2025-06-01 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788514081","CB","RECD","85.24000000","85.24000000","USD","KMDS8K37EPAYU01","426878XXXXXX0077","","VI","13.7","CRÉDIT NON TRAITÉ","","","2025-07-03","2025-09-02","2025-09-04","2025-09-10","9","","","24692165184102700000000","85.24000000","85.24000000","USD","2025-07-02 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788515492","CB","RECD","80.28000000","80.28000000","USD","8FXY8L97EPAYF01","415984XXXXXX7988","","VI","13.2","TRANSACTION RÉCURRENTE ANNULÉE","","","2025-08-08","2025-09-02","2025-09-04","2025-09-10","9","","","24692165220103700000000","80.28000000","80.28000000","USD","2025-08-08 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788517571","CB","RECD","117.70000000","117.70000000","USD","8S878M17EPAYC02","439199XXXXXX0750","","VI","13.2","TRANSACTION RÉCURRENTE ANNULÉE","","","2025-08-31","2025-09-02","2025-09-04","2025-09-10","9","","","24692165243104700000000","117.70000000","117.70000000","USD","2025-08-31 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788517738","CB","RECD","75.19000000","75.19000000","USD","4M4C8LW7EPAYX02","489679XXXXXX3129","","VI","13.3","NE CORRESPOND PAS À LA DESCRIPTION OU DÉFECTUEUX","","","2025-08-26","2025-09-02","2025-09-04","2025-09-10","9","","","24692165238100100000000","75.19000000","75.19000000","USD","2025-08-26 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788520951","CB","RECD","81.00000000","81.00000000","USD","QGKK8HL7EPAYZ01","432611XXXXXX6714","","VI","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-05-17","2025-09-02","2025-09-04","2025-09-10","9","","","24692165137102800000000","81.00000000","81.00000000","USD","2025-05-16 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788521025","CB","RECD","65.65000000","65.65000000","USD","3N9S8HN7EPAYB01","454791XXXXXX3456","","VI","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-05-19","2025-09-02","2025-09-04","2025-09-10","9","","","24692165139104700000000","65.65000000","65.65000000","USD","2025-05-18 00:00:00.000","","","","","","3",""
