Identificateur de l’entité=424017,"Nom de l’entité=UPG_Auto_Testing1",Fréquence=ponctuel
Identificateur de l’entité=424017,"Nom de l’entité=UPG_Auto_Testing1",Nom du type de rapport=Multiple,Fréquence=ponctuel,Du [date]=2025-10-23,AU [date]=2025-10-30,Date de génération=2025-11-10,Durée d’une génération=15:13:17
"Type de dossier","Code de devise de la présentation","Code de devise de règlement","Code du mode de paiement","Code de qualification d’interchange","Texte de qualification d’interchange","Taux des frais","Montant des frais de service","Nombre de ventes","Pourcentage de nombre","Montant des ventes","Pourcentage de montant"
"Résumé de la qualification à l’interchange","USD","USD","VI","V105","Visa Non-Qualified Consumer Credit","0.03150000","0.100000000","189","0.03780756151","-10070.15000000","0.08986995912"
"Résumé de la qualification à l’interchange","USD","USD","VI","V231","Visa Business Tier 1 - Product 1 - CNP","0.02650000","0.100000000","570","0.1140228046","-15444.74000000","0.1378349034"
"Résumé de la qualification à l’interchange","USD","USD","VI","V234","Visa Corporate Card - Card Not Present","0.02700000","0.100000000","177","0.03540708142","-4869.73000000","0.04345937608"
"Résumé de la qualification à l’interchange","USD","USD","VI","V237","Visa Purchasing Card - Card Not Present","0.02700000","0.100000000","23","0.004600920184","-307.36000000","0.002743000912"
"Résumé de la qualification à l’interchange","USD","USD","VI","V338","Visa Debit & Prepaid Regulated","0.00050000","0.220000000","400","0.0800160032","-11510.65000000","0.1027255448"
"Résumé de la qualification à l’interchange","ARS","USD","VI","V987","Visa Interregional Non-Premium Card Not Present","0.01600000","0.000000000","420","0.08401680336","-8.22000000","7.335849655e-05"
"Résumé de la qualification à l’interchange","CLP","USD","VI","V987","Visa Interregional Non-Premium Card Not Present","0.01600000","0.000000000","418","0.08361672334","-1331.26000000","0.01188068517"
"Résumé de la qualification à l’interchange","COP","USD","VI","V987","Visa Interregional Non-Premium Card Not Present","0.01600000","0.000000000","418","0.08361672334","4.47000000","-3.989202914e-05"
"Résumé de la qualification à l’interchange","USD","USD","VI","V987","Visa Interregional Non-Premium Card Not Present","0.01600000","0.000000000","12","0.002400480096","-108.24000000","0.0009659761151"
"Résumé de la qualification à l’interchange","MXN","USD","VI","V989","Visa Interregional Business Card Not Present","0.02000000","0.000000000","480","0.09601920384","-786.75000000","0.007021264861"
"Résumé de la qualification à l’interchange","PEN","USD","VI","V989","Visa Interregional Business Card Not Present","0.02000000","0.000000000","432","0.08641728346","-15079.90000000","0.1345789285"
"Résumé de la qualification à l’interchange","USD","USD","VI","V989","Visa Interregional Business Card Not Present","0.02000000","0.000000000","34","0.006801360272","-3585.95000000","0.03200242101"
"Résumé de la qualification à l’interchange","USD","USD","VI","V991","Visa Interregional Corporate Card Not Present","0.02000000","0.000000000","29","0.005801160232","-356.24000000","0.003179225159"
"Résumé de la qualification à l’interchange","USD","USD","VI","VC1V","Visa Global B2B Virtual CommercialChoice Travel-Prog 19","0.00000000","0.000000000","2","0.000400080016","40.00000000","-0.0003569756523"
"Résumé de la qualification à l’interchange","USD","USD","VI","VCEB","Visa CPS E-Commerce Basic","0.01800000","0.100000000","1100","0.2200440088","-37998.40000000","0.3391125907"
"Résumé de la qualification à l’interchange","USD","USD","VI","VPDM","Visa CPS Card Not Present","0.01800000","0.100000000","295","0.05901180236","-10639.34000000","0.09494963341"
"Résumé de la qualification à l’interchange","USD","USD","MC","MCSF","MasterCard Consumer Credit Full UCAF","0.01950000","0.100000000","14","0.00272851296","-1400.00000000","0.008526125266"
"Résumé de la qualification à l’interchange","ARS","USD","MC","MHB2","MCInterregional Consumer Rate 3 Base - Core","0.01650000","0.000000000","450","0.0877022023","-8.70000000","5.298377844e-05"
"Résumé de la qualification à l’interchange","COP","USD","MC","MHB2","MCInterregional Consumer Rate 3 Base - Core","0.01650000","0.000000000","447","0.08711752095","4.63000000","-2.819711427e-05"
"Résumé de la qualification à l’interchange","MXN","USD","MC","MHB2","MCInterregional Consumer Rate 3 Base - Core","0.01650000","0.000000000","569","0.1108945625","-943.26000000","0.005744537799"
"Résumé de la qualification à l’interchange","PEN","USD","MC","MHB2","MCInterregional Consumer Rate 3 Base - Core","0.01650000","0.000000000","22","0.004287663224","-576.22000000","0.003509231358"
"Résumé de la qualification à l’interchange","USD","USD","MC","MHB2","MCInterregional Consumer Rate 3 Base - Core","0.01650000","0.000000000","6","0.001169362697","-18.12000000","0.0001103524213"
"Résumé de la qualification à l’interchange","USD","USD","MC","MHB4","MC Interregional Consumer Rate 3 Card Present Super Premium","0.02030000","0.000000000","198","0.03858896901","-56897.56000000","0.3465112313"
"Résumé de la qualification à l’interchange","USD","USD","MC","MIP","MasterCard International Commercial Purchasing","0.02000000","0.000000000","352","0.06860261158","-9344.79000000","0.05691060723"
"Résumé de la qualification à l’interchange","CLP","USD","MC","MIPU","MasterCard Interregional Commercial Premium Standard","0.02000000","0.000000000","449","0.08750730852","-1415.64000000","0.008621374265"
"Résumé de la qualification à l’interchange","USD","USD","MC","MIPU","MasterCard Interregional Commercial Premium Standard","0.02000000","0.000000000","17","0.003313194309","-170.00000000","0.001035315211"
"Résumé de la qualification à l’interchange","PEN","USD","MC","MM1","MasterCard Merit 1","0.01950000","0.100000000","326","0.06353537322","-13073.50000000","0.07961878476"
"Résumé de la qualification à l’interchange","USD","USD","MC","MM1","MasterCard Merit 1","0.01950000","0.100000000","1210","0.2358214773","-37151.38000000","0.2262552283"
"Résumé de la qualification à l’interchange","USD","USD","MC","MM1D","MasterCard Merit 1 Debit","0.01650000","0.150000000","715","0.1393490548","-28520.00000000","0.1736893518"
"Résumé de la qualification à l’interchange","PEN","USD","MC","MSI","MasterCard Service Industries","0.01150000","0.050000000","60","0.01169362697","-3733.80000000","0.02273917608"
"Résumé de la qualification à l’interchange","USD","USD","MC","MSI","MasterCard Service Industries","0.01150000","0.050000000","187","0.0364451374","-10438.17000000","0.06356938926"
"Résumé de la qualification à l’interchange","USD","USD","MC","MStd","MasterCard Standard","0.03150000","0.100000000","2","0.0003897875658","-200.00000000","0.001218017895"
"Résumé de la qualification à l’interchange","PEN","USD","MC","MTKV","MC Small Ticket Card Not Present Core","0.01950000","0.020000000","54","0.01052426428","-143.05000000","0.0008711872995"
"Résumé de la qualification à l’interchange","USD","USD","MC","MTKV","MC Small Ticket Card Not Present Core","0.01950000","0.020000000","53","0.01032937049","-171.64000000","0.001045302958"
"Résumé de la qualification à l’interchange","USD","USD","JC","D462","Discover Prime Submission Level E-commerce - Premium","0.02050000","0.100000000","235","0.9751037344","-7026.20000000","0.9940410168"
"Résumé de la qualification à l’interchange","USD","USD","JC","DPRP","Discover Prime Submission Level Recurring Payments - Premium","0.01450000","0.050000000","6","0.02489626556","-42.12000000","0.005958983181"
"Résumé de la qualification à l’interchange","USD","USD","DI","D460","Discover Prime Submission Level E-commerce - Rewards","0.02030000","0.100000000","44","0.1848739496","-792.00000000","0.1193378557"
"Résumé de la qualification à l’interchange","USD","USD","DI","D463","Discover Prime Submission Level E-commerce - Core","0.01910000","0.100000000","188","0.7899159664","-5814.50000000","0.8761236895"
"Résumé de la qualification à l’interchange","USD","USD","DI","DCRP","Discover Prime Submission Level Recurring Payments - Rewards","0.01350000","0.050000000","6","0.02521008403","-30.12000000","0.004538454816"
"Résumé de la qualification à l’interchange","USD","USD","DD","D811","Discover International Commercial","0.01900000","0.100000000","233","0.9748953975","-6393.70000000","0.9897644207"
"Résumé de la qualification à l’interchange","USD","USD","DD","DCSL","Discover Commercial Electronic Program","0.02450000","0.150000000","6","0.02510460251","-66.12000000","0.01023557932"
"Type de dossier","Identificateur de l’entité","Code de devise de la présentation","Code de devise de règlement","Code du mode de paiement","Numéro de commande de commerçant","Code de qualification d’interchange","Code de la raison de déclassement","Texte de la raison de déclassement","Numéro de compte","Date de dépôt","Montant","Numéro de référence de l’acquéreur","Type d’utilisation de la carte"
"Interchange Qualification Details","425289","MXN","USD","MC","KkQgei5VJJg94ofLkvXTEC","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-27","-3.20000000","52716015300100510160806","1"
"Interchange Qualification Details","425289","MXN","USD","MC","XidNOXtLD6lYsuHLoA7wo4","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-26","-1.17000000","52716015299100510052931","1"
"Interchange Qualification Details","425289","MXN","USD","MC","KkQgei5VJJg94ofLkvXTEC","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-27","-2.13000000","52716015300100510573693","1"
"Interchange Qualification Details","425289","MXN","USD","MC","KkQgei5VJJg94ofLkvXTEC","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-27","-3.20000000","52716015300100510573743","1"
"Interchange Qualification Details","425289","MXN","USD","MC","zLGV5sC1yCTtqwa9eVkhNO","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-27","-1.23000000","52716015300100510573586","1"
"Interchange Qualification Details","425289","MXN","USD","MC","hlgtGgT08W2mmKzHAoUWpa","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-24","-2.01000000","52716015297100509104448","1"
"Interchange Qualification Details","425289","MXN","USD","MC","KkQgei5VJJg94ofLkvXTEC","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-27","-2.13000000","52716015300100510160939","1"
"Interchange Qualification Details","425289","MXN","USD","MC","KkQgei5VJJg94ofLkvXTEC","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-28","-0.21000000","52716015301100510818865","1"
"Interchange Qualification Details","425289","MXN","USD","MC","bQTnHFipUy0h3jBZzGx48w","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-26","-1.87000000","52716015299100510056445","1"
"Interchange Qualification Details","425289","MXN","USD","MC","vBlFD4o15I79uSPvqe5j57","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-24","-1.40000000","52716015297100509104794","1"
"Interchange Qualification Details","425289","MXN","USD","MC","q6EOwU1BsaJCEGKTJIwtEO","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-23","-0.80000000","52716015296100508598963","1"
"Interchange Qualification Details","425289","MXN","USD","MC","KkQgei5VJJg94ofLkvXTEC","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-27","-3.20000000","52716015300100510573685","1"
"Interchange Qualification Details","425289","MXN","USD","MC","KkQgei5VJJg94ofLkvXTEC","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-24","-0.53000000","52716015297100508706466","1"
"Interchange Qualification Details","425289","MXN","USD","MC","jMHxp3TyE0GREFpUPBla67","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-27","-1.40000000","52716015300100510160889","1"
"Interchange Qualification Details","425289","MXN","USD","MC","imGw0XK43D9cZ2qZl1zscM","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-27","-1.17000000","52716015300100510582736","1"
"Interchange Qualification Details","425289","MXN","USD","MC","YOBzeAbkwG0NTi4nrphV5K","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-29","-1.17000000","52716015302100511306398","1"
"Interchange Qualification Details","425289","MXN","USD","MC","x8jumF2fGXNTLjk4SZ2t71","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-29","-1.17000000","52716015302100511306471","1"
"Interchange Qualification Details","425289","MXN","USD","MC","E1uuLTuXsPDywRyej1lW2Q","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-23","-1.17000000","52716015296100508160152","1"
"Interchange Qualification Details","425289","MXN","USD","MC","KkQgei5VJJg94ofLkvXTEC","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-26","-2.13000000","52716015299100510052923","1"
"Interchange Qualification Details","425289","MXN","USD","MC","KkQgei5VJJg94ofLkvXTEC","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-27","-2.13000000","52716015300100510212540","1"
"Interchange Qualification Details","425289","MXN","USD","MC","KkQgei5VJJg94ofLkvXTEC","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-28","-3.20000000","52716015301100510770827","1"
"Interchange Qualification Details","425289","MXN","USD","MC","sOKx4uuyIrh1TG467nUq8I","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-24","-1.23000000","52716015297100508734716","1"
"Interchange Qualification Details","425289","MXN","USD","MC","MY2KKmZ5dlQIi4mlEv1dnP","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-27","-1.17000000","52716015300100510160905","1"
"Interchange Qualification Details","425289","MXN","USD","MC","KkQgei5VJJg94ofLkvXTEC","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-28","-0.53000000","52716015301100510770660","1"
"Interchange Qualification Details","425289","MXN","USD","MC","KkQgei5VJJg94ofLkvXTEC","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-27","-3.20000000","52716015300100510573834","1"
"Interchange Qualification Details","425289","MXN","USD","MC","CwT19tveIu4PxtwMSatwkz","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-26","-0.80000000","52716015299100510050422","1"
"Interchange Qualification Details","425289","MXN","USD","MC","KkQgei5VJJg94ofLkvXTEC","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-23","-1.60000000","52716015296100508160368","1"
"Interchange Qualification Details","425289","MXN","USD","MC","wqMQZy6JAKfRVaTaA8KSYQ","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-27","-1.17000000","52716015300100510582801","1"
"Interchange Qualification Details","425289","MXN","USD","MC","ZyBg6x7rj6YOE9rI1WaWmz","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-27","-1.17000000","52716015300100510160681","1"
"Interchange Qualification Details","425289","MXN","USD","MC","PIdvdzB4pGNr3FgStOI9hY","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-24","-1.17000000","52716015297100508734815","1"
"Interchange Qualification Details","425289","MXN","USD","MC","VilFno4e35ZhqtQSVqgL03","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-28","-2.01000000","52716015301100510770835","1"
"Interchange Qualification Details","425289","MXN","USD","MC","EYhGJLRzGbmmRCK5vd4orz","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-28","-2.01000000","52716015301100510818626","1"
"Interchange Qualification Details","425289","MXN","USD","MC","KkQgei5VJJg94ofLkvXTEC","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-23","-1.07000000","52716015296100508179368","1"
"Interchange Qualification Details","425289","MXN","USD","MC","KkQgei5VJJg94ofLkvXTEC","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-27","-0.21000000","52716015300100510582926","1"
"Interchange Qualification Details","425289","MXN","USD","MC","ThtV6GIfZQkHmJ9NDSktBQ","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-28","-1.87000000","52716015301100510770744","1"
"Interchange Qualification Details","425289","MXN","USD","MC","KkQgei5VJJg94ofLkvXTEC","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-24","-3.20000000","52716015297100508706748","1"
"Interchange Qualification Details","425289","MXN","USD","MC","rCpvCQNAkkQ0rhvCh3tlug","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-26","-1.87000000","52716015299100510050489","1"
"Interchange Qualification Details","425289","MXN","USD","MC","KkQgei5VJJg94ofLkvXTEC","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-27","-3.20000000","52716015300100510582934","1"
"Interchange Qualification Details","425289","MXN","USD","MC","KkQgei5VJJg94ofLkvXTEC","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-24","-0.21000000","52716015297100508734922","1"
"Interchange Qualification Details","425289","MXN","USD","MC","KkQgei5VJJg94ofLkvXTEC","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-27","-1.07000000","52716015300100510573487","1"
"Interchange Qualification Details","425289","MXN","USD","MC","v5rHOt4bQnyzlao604AJGv","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-24","-1.23000000","52716015297100508706706","1"
"Interchange Qualification Details","425289","MXN","USD","MC","kQZ7YixHtxbKlCdlDNreIQ","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-23","-1.87000000","52716015296100508599110","1"
"Interchange Qualification Details","425289","MXN","USD","MC","GUBl5zceSTjsOWH031BG3X","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-27","-1.17000000","52716015300100510160723","1"
"Interchange Qualification Details","425289","MXN","USD","MC","KkQgei5VJJg94ofLkvXTEC","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-27","-0.43000000","52716015300100510582918","1"
"Interchange Qualification Details","425289","MXN","USD","MC","xoMUEgeo4Q7eRQcduDrLv9","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-28","-1.17000000","52716015301100510770843","1"
"Interchange Qualification Details","425289","MXN","USD","MC","KkQgei5VJJg94ofLkvXTEC","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-24","-1.60000000","52716015297100508706581","1"
"Interchange Qualification Details","425289","MXN","USD","MC","whQZlwI1QL593ywTkCUNXO","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-26","-1.40000000","52716015299100510050497","1"
"Interchange Qualification Details","425289","MXN","USD","MC","KkQgei5VJJg94ofLkvXTEC","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-23","-0.43000000","52716015296100508160327","1"
"Interchange Qualification Details","425289","MXN","USD","MC","0bdjqPKTveMMNFxCvQjLvH","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-27","-1.40000000","52716015300100510573511","1"
"Interchange Qualification Details","425289","MXN","USD","MC","iogbOR3IfsHmXgLs8Pypx7","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-24","-1.87000000","52716015297100509104513","1"
"Interchange Qualification Details","425289","MXN","USD","MC","oweujaB3DwYONmKZCsClEX","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-28","-1.17000000","52716015301100510770736","1"
"Interchange Qualification Details","425289","MXN","USD","MC","dgZNqXRTyW7XA2GknvtOZc","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-27","-1.17000000","52716015300100510582785","1"
"Interchange Qualification Details","425289","MXN","USD","MC","V5OrwuxlwnM428jMuqClfR","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-28","-1.17000000","52716015301100510770934","1"
"Interchange Qualification Details","425289","MXN","USD","MC","cbHNDwDFmSvt1fn8pvBq7A","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-27","-1.17000000","52716015300100510582678","1"
"Interchange Qualification Details","425289","MXN","USD","MC","KkQgei5VJJg94ofLkvXTEC","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-24","-1.07000000","52716015297100508706474","1"
"Interchange Qualification Details","425289","MXN","USD","MC","KkQgei5VJJg94ofLkvXTEC","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-27","-3.20000000","52716015300100510582975","1"
"Interchange Qualification Details","425289","MXN","USD","MC","uFicE2eeXJoIFRULWmoDNo","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-24","-1.17000000","52716015297100508734740","1"
"Interchange Qualification Details","425289","MXN","USD","MC","KkQgei5VJJg94ofLkvXTEC","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-24","-2.13000000","52716015297100508734906","1"
"Interchange Qualification Details","425289","MXN","USD","MC","KkQgei5VJJg94ofLkvXTEC","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-23","-2.13000000","52716015296100508160202","1"
"Interchange Qualification Details","425289","MXN","USD","MC","KkQgei5VJJg94ofLkvXTEC","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-24","-2.13000000","52716015297100509104778","1"
"Interchange Qualification Details","425289","MXN","USD","MC","qGA74bLJ5M6ThxcS2qGvd3","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-28","-1.40000000","52716015301100510770926","1"
"Interchange Qualification Details","425289","MXN","USD","MC","xW6JckO638kQ4g92Pk75rn","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-23","-2.01000000","52716015296100508606493","1"
"Interchange Qualification Details","425289","MXN","USD","MC","4Ivs5UO8cY91aqGMl0iZ3T","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-27","-1.17000000","52716015300100510160764","1"
"Interchange Qualification Details","425289","MXN","USD","MC","55J9LVzGBfMXwPqaIeZnDU","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-23","-1.17000000","52716015296100508606659","1"
"Interchange Qualification Details","425289","MXN","USD","MC","KkQgei5VJJg94ofLkvXTEC","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-29","-2.13000000","52716015302100511306588","1"
"Interchange Qualification Details","425289","MXN","USD","MC","gRVE5M9Gw91idUrHdv5XX2","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-27","-1.40000000","52716015300100510160731","1"
"Interchange Qualification Details","425289","MXN","USD","MC","KkQgei5VJJg94ofLkvXTEC","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-24","-3.20000000","52716015297100508706680","1"
"Interchange Qualification Details","425289","MXN","USD","MC","w5MypQen3nOQNbBFF0oLkW","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-27","-1.17000000","52716015300100510582819","1"
"Interchange Qualification Details","425289","MXN","USD","MC","QYjFPwkvTIqouLI2i0IRYz","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-28","-1.17000000","52716015301100510818816","1"
"Interchange Qualification Details","425289","MXN","USD","MC","KkQgei5VJJg94ofLkvXTEC","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-27","-2.13000000","52716015300100510582744","1"
"Interchange Qualification Details","425289","MXN","USD","MC","KkQgei5VJJg94ofLkvXTEC","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-29","-0.21000000","52716015302100511306554","1"
"Interchange Qualification Details","425289","MXN","USD","MC","VemXZObo8D7SPTRVDI4SsI","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-23","-0.80000000","52716015296100508179178","1"
"Interchange Qualification Details","425289","MXN","USD","MC","KkQgei5VJJg94ofLkvXTEC","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-28","-3.20000000","52716015301100510770645","1"
"Interchange Qualification Details","425289","MXN","USD","MC","TjpQbT3DUPTFi6bkJa9LU9","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-23","-1.17000000","52716015296100508598971","1"
"Interchange Qualification Details","425289","MXN","USD","MC","gV4b5yd62CLKMHBwDK0snt","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-29","-2.01000000","52716015302100511306463","1"
"Interchange Qualification Details","425289","MXN","USD","MC","W3UcfWfD8M2eymYyKMXKy9","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-23","-1.17000000","52716015296100508606550","1"
"Interchange Qualification Details","425289","MXN","USD","MC","nYFD8RQOjaSx9pXV1KVsev","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-23","-1.40000000","52716015296100508179459","1"
"Interchange Qualification Details","425289","MXN","USD","MC","3OOUtARpcutTiqM52lQYHA","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-23","-1.17000000","52716015296100508179384","1"
"Interchange Qualification Details","425289","MXN","USD","MC","MtWLhxnt3csuI97dm70dU7","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-23","-1.17000000","52716015296100508606584","1"
"Interchange Qualification Details","425289","MXN","USD","MC","KkQgei5VJJg94ofLkvXTEC","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-27","-1.07000000","52716015300100510582991","1"
"Interchange Qualification Details","425289","MXN","USD","MC","wEBxKuEY6OnFdcQyljBNdG","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-24","-2.01000000","52716015297100508734831","1"
"Interchange Qualification Details","425289","MXN","USD","MC","B4rie3PhRd84oROvjLsneF","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-23","-1.17000000","52716015296100508160186","1"
"Interchange Qualification Details","425289","MXN","USD","MC","PbsKP6SlclFkCPTn4hJD4U","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-28","-1.17000000","52716015301100510770637","1"
"Interchange Qualification Details","425289","MXN","USD","MC","KkQgei5VJJg94ofLkvXTEC","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-23","-1.60000000","52716015296100508606717","1"
"Interchange Qualification Details","425289","MXN","USD","MC","wCQdIqbWluhRndN2YGb2Sw","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-23","-1.17000000","52716015296100508599169","1"
"Interchange Qualification Details","425289","MXN","USD","MC","KkQgei5VJJg94ofLkvXTEC","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-28","-2.13000000","52716015301100510818717","1"
"Interchange Qualification Details","425289","MXN","USD","MC","pzFBjIFVH4ZDEm64HMUJpw","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-23","-1.23000000","52716015296100508160335","1"
"Interchange Qualification Details","425289","MXN","USD","MC","bbzDHOTW6askVweUD2G5DT","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-28","-1.23000000","52716015301100510770561","1"
"Interchange Qualification Details","425289","MXN","USD","MC","gEpcD1kqIRTGTTkkFwUz06","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-23","-1.40000000","52716015296100508599037","1"
"Interchange Qualification Details","425289","MXN","USD","MC","rTmXnPyY0KiCfvnegrKQo4","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-27","-1.23000000","52716015300100510582892","1"
"Interchange Qualification Details","425289","MXN","USD","MC","KkQgei5VJJg94ofLkvXTEC","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-26","-1.07000000","52716015299100510052915","1"
"Interchange Qualification Details","425289","MXN","USD","MC","KkQgei5VJJg94ofLkvXTEC","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-24","-3.20000000","52716015297100508734617","1"
"Interchange Qualification Details","425289","MXN","USD","MC","YG9zs1IY5BKYp4S53M8xuB","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-23","-1.87000000","52716015296100508179285","1"
"Interchange Qualification Details","425289","MXN","USD","MC","KXK0KwoANLIE8Mfb8uqDp4","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-23","-1.17000000","52716015296100508606642","1"
"Interchange Qualification Details","425289","MXN","USD","MC","GTiXg19LkdIc7YLpuLCHrc","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-29","-1.87000000","52716015302100511306612","1"
"Interchange Qualification Details","425289","MXN","USD","MC","fcLCuu89foNsi8qaKXdmUK","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-24","-1.87000000","52716015297100508734732","1"
"Interchange Qualification Details","425289","MXN","USD","MC","KkQgei5VJJg94ofLkvXTEC","MHB2","155","Entièrement valide - type de carte","510148XXXXXX0019","2025-10-23","-3.20000000","52716015296100508599185","1"
