Identificateur de l’entité=424017,"Nom de l’entité=UPG_Auto_Testing1",Fréquence=ponctuel
Identificateur de l’entité=424017,"Nom de l’entité=UPG_Auto_Testing1",Nom du type de rapport=Détailsdelasoumission,Fréquence=ponctuel,Du [date]=2025-10-23,AU [date]=2025-10-30,Date de génération=2025-11-10,Durée d’une génération=15:13:50
"Date d’activité","Code de type d’entité","Identificateur de l’entité","Numéro de commande de commerçant","Code du mode de paiement","Code de devise de la présentation","Code de devise de règlement","Taux de change","Numéro d’instruction de transfert de fonds","Montant de la transaction dans la devise de présentation","Montant de la transaction en devise de règlement","Montant du dépôt réglé","Frais d’évaluation et d’interchange","Ajustements de la retenue de l’impôt de réserve","Ajustements de la rétrofacturation","Frais d’escompte","Ajustements de retours ECP","Autres ajustements","Frais de traitement","Ajustements des réserves","Autres","Activité financière nette"
"2025-10-26","TD","424018","QVr5pcDvLbGRZ3Z9FMR55s","MC","USD","USD","1.000000000","4385280","0.00000000","0.00000000","0.00000000","-0.04150000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-0.20900000"
"2025-10-27","TD","424018","xrab7qLUcZ4YygdGKYjspJ","MC","USD","USD","1.000000000","4385280","33.00000000","33.00000000","33.00000000","-0.83292000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.18500000","0.00000000","0.00000000","31.98208000"
"2025-10-26","TD","424018","7i6bUIosz2gEqRsUYvxEjE","MC","USD","USD","1.000000000","4385280","0.00000000","0.00000000","0.00000000","-0.04150000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-0.20900000"
"2025-10-24","TD","424018","kRCP1Ykz7diXWYQPtQ5HQ3","MC","USD","USD","1.000000000","4385280","-20.00000000","-20.00000000","-20.00000000","-0.02400000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-20.19150000"
"2025-10-27","TD","424018","Gni0DVNvweBmMnzqEPEkm0","MC","USD","USD","1.000000000","4385280","0.00000000","0.00000000","0.00000000","-0.04150000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-0.20900000"
"2025-10-24","TD","424018","6DT411qsvJx5t76JVcCtvA","MC","USD","USD","1.000000000","4385280","0.00000000","0.00000000","0.00000000","-0.04150000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-0.20900000"
"2025-10-24","TD","424018","eVIQH81Lvk6bMKkgpga4P6","MC","USD","USD","1.000000000","4385280","22.00000000","22.00000000","22.00000000","-0.60258000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.18500000","0.00000000","0.00000000","21.21242000"
"2025-10-24","TD","424018","WR8cCGZU8bY3w5tcnT0ayp","MC","USD","USD","1.000000000","4385280","0.00000000","0.00000000","0.00000000","-0.04150000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-0.20900000"
"2025-10-24","TD","424018","6eaT8ExsWieQfyMiT7E72s","MC","USD","USD","1.000000000","4385280","0.00000000","0.00000000","0.00000000","-0.04150000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-0.20900000"
"2025-10-23","TD","424018","0I7ToScbv0JVOrSDapp7F3","MC","USD","USD","1.000000000","4385280","-10.00000000","-10.00000000","-10.00000000","0.15600000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-10.01150000"
"2025-10-27","TD","424018","VIZw5kFNn7SmHBasItpBQK","MC","USD","USD","1.000000000","4385280","0.00000000","0.00000000","0.00000000","-0.04150000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-0.20900000"
"2025-10-24","TD","424018","FhnRWVyemcFoZ7Ck7iXT6O","MC","USD","USD","1.000000000","4385280","0.00000000","0.00000000","0.00000000","-0.04150000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-0.20900000"
"2025-10-28","TD","424018","Ev3EyVLwhXmayBZOU2MRj7","MC","USD","USD","1.000000000","4385280","-20.00000000","-20.00000000","-20.00000000","-0.02400000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-20.19150000"
"2025-10-24","TD","424018","1uhssbNMJcEspbwfAB9jxa","MC","USD","USD","1.000000000","4385280","23.00000000","23.00000000","23.00000000","-0.62352000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.18500000","0.00000000","0.00000000","22.19148000"
"2025-10-24","TD","424018","22iX8aKMidYj3jxRmC3MP7","MC","USD","USD","1.000000000","4385280","0.00000000","0.00000000","0.00000000","-0.02000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.01750000","0.00000000","0.00000000","-0.03750000"
"2025-10-23","TD","424018","ohVF09mBXuiPTZVld8S3jT","MC","USD","USD","1.000000000","4385280","22.00000000","22.00000000","22.00000000","-0.33508000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.01750000","0.00000000","0.00000000","21.64742000"
"2025-10-23","TD","424018","kxNRzD1E2hm7HC9rF3vY3e","MC","USD","USD","1.000000000","4385280","22.00000000","22.00000000","22.00000000","-0.60258000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.18500000","0.00000000","0.00000000","21.21242000"
"2025-10-23","TD","424018","HQBh4FTfFppxfOe0C93ITq","MC","USD","USD","1.000000000","4385280","22.00000000","22.00000000","22.00000000","-0.60258000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.18500000","0.00000000","0.00000000","21.21242000"
"2025-10-24","TD","424018","PPH4MUTLwr9rIGX9TderKm","MC","USD","USD","1.000000000","4385280","22.00000000","22.00000000","22.00000000","-0.60258000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.18500000","0.00000000","0.00000000","21.21242000"
"2025-10-24","TD","424018","9C1Gc3ut5JdV8fW2mJPpDj","MC","USD","USD","1.000000000","4385280","22.00000000","22.00000000","22.00000000","-0.37658000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.18500000","0.00000000","0.00000000","21.43842000"
"2025-10-26","TD","424018","jcw8saTSqGXzdt3CLrxvD6","MC","USD","USD","1.000000000","4385280","0.00000000","0.00000000","0.00000000","-0.02200000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.15000000","0.00000000","0.00000000","-0.17200000"
"2025-10-24","TD","424018","M2lN4LaO0AAa83saeFfnuM","MC","USD","USD","1.000000000","4385280","22.00000000","22.00000000","22.00000000","-0.37658000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.18500000","0.00000000","0.00000000","21.43842000"
"2025-10-28","TD","424018","EtT7E9jGXEISXP0HjGIu9r","MC","USD","USD","1.000000000","4385280","0.00000000","0.00000000","0.00000000","-2.18830000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.53750000","0.00000000","0.00000000","-2.72580000"
"2025-10-23","TD","424018","dl91CU6WKDfEPaYzq5yrbn","MC","USD","USD","1.000000000","4385280","0.00000000","0.00000000","0.00000000","-0.04150000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-0.20900000"
"2025-10-24","TD","424018","754JMvuTYtk39jmeVCO02G","MC","USD","USD","1.000000000","4385280","0.00000000","0.00000000","0.00000000","-0.08550000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.46750000","0.00000000","0.00000000","-0.55300000"
"2025-10-24","TD","424018","1NXNnbwt7BUk4lOGeRLL2b","MC","USD","USD","1.000000000","4385280","0.00000000","0.00000000","0.00000000","-0.04150000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-0.20900000"
"2025-10-26","TD","424018","F1sUvEEVDGGJbv0fPuL2Du","MC","USD","USD","1.000000000","4385280","0.00000000","0.00000000","0.00000000","-0.04150000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-0.20900000"
"2025-10-25","TD","424018","sqRvceXkJTBWz5pAMnJd6","MC","USD","USD","1.000000000","4385280","0.00000000","0.00000000","0.00000000","-0.02200000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.15000000","0.00000000","0.00000000","-0.17200000"
"2025-10-24","TD","424018","M0zT5ukRkEexeetWrwAQoN","MC","USD","USD","1.000000000","4385280","0.00000000","0.00000000","0.00000000","-0.02000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.01750000","0.00000000","0.00000000","-0.03750000"
"2025-10-29","TD","424018","PmS0prYL87PMNCUwVFXkt1","MC","USD","USD","1.000000000","4385280","33.80000000","33.80000000","33.80000000","-0.84967200","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.18500000","0.00000000","0.00000000","32.76532800"
"2025-10-27","TD","424018","yYGsqYT6snEIVsneHDfzCH","MC","USD","USD","1.000000000","4385280","0.00000000","0.00000000","0.00000000","-0.04150000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-0.20900000"
"2025-10-23","TD","424018","LdR47d0MBSYYnZdNg5mZWy","MC","USD","USD","1.000000000","4385280","22.00000000","22.00000000","22.00000000","-0.60258000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.18500000","0.00000000","0.00000000","21.21242000"
"2025-10-24","TD","424018","W9HeCSyaFW3pdK76TpzB1W","MC","USD","USD","1.000000000","4385280","23.00000000","23.00000000","23.00000000","-0.62352000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.18500000","0.00000000","0.00000000","22.19148000"
"2025-10-28","TD","424018","jMU4rfcVpJ6x307i1fb5YR","MC","USD","USD","1.000000000","4385280","0.00000000","0.00000000","0.00000000","-0.34910000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.35250000","0.00000000","0.00000000","-0.70160000"
"2025-10-24","TD","424018","LWD03JxmX6CaM9d7949Ovt","MC","USD","USD","1.000000000","4385280","22.00000000","22.00000000","22.00000000","-0.37658000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.18500000","0.00000000","0.00000000","21.43842000"
"2025-10-23","TD","424018","WDDVLT9wfOBzTKjdqw81c4","MC","USD","USD","1.000000000","4385280","-10.00000000","-10.00000000","-10.00000000","0.15600000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-10.01150000"
"2025-10-24","TD","424018","sWAXnB4hDw604tQzUXPVFx","MC","USD","USD","1.000000000","4385280","22.00000000","22.00000000","22.00000000","-0.37658000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.18500000","0.00000000","0.00000000","21.43842000"
"2025-10-25","TD","424018","c6MmdkEuHDuSXidTLuggLB","MC","USD","USD","1.000000000","4385280","0.00000000","0.00000000","0.00000000","-0.04150000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-0.20900000"
"2025-10-24","TD","424018","AYMOy1SfGujDOoVBNIlXeq","MC","USD","USD","1.000000000","4385280","0.00000000","0.00000000","0.00000000","-0.04150000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-0.20900000"
"2025-10-24","TD","424018","tDqbYrQQvlKUfRqgFSDsay","MC","USD","USD","1.000000000","4385280","0.00000000","0.00000000","0.00000000","-0.04150000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-0.20900000"
"2025-10-25","TD","424018","aAsBwVJXzxjRJjfnTqeKZ9","MC","USD","USD","1.000000000","4385280","0.00000000","0.00000000","0.00000000","-0.04150000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-0.20900000"
"2025-10-27","TD","424018","ifq0GBruLJcQaO6KKqzUoO","MC","USD","USD","1.000000000","4385280","22.00000000","22.00000000","22.00000000","-0.37658000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.18500000","0.00000000","0.00000000","21.43842000"
"2025-10-23","TD","424018","pEWsDYoCnsFNII0vN2sUOI","MC","USD","USD","1.000000000","4385280","22.00000000","22.00000000","22.00000000","-0.33508000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.01750000","0.00000000","0.00000000","21.64742000"
"2025-10-27","TD","424018","OFUBbg6JD44DTTzh3W2iNA","MC","USD","USD","1.000000000","4385280","22.00000000","22.00000000","22.00000000","-0.60258000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.18500000","0.00000000","0.00000000","21.21242000"
"2025-10-28","TD","424018","vOR4aI6ddnrlDQPg4URflj","MC","USD","USD","1.000000000","4385280","0.00000000","0.00000000","0.00000000","-0.02000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.01750000","0.00000000","0.00000000","-0.03750000"
"2025-10-23","TD","424018","JBxNszWOjtVj5QduRjKMww","MC","USD","USD","1.000000000","4385280","0.00000000","0.00000000","0.00000000","-0.04150000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-0.20900000"
"2025-10-27","TD","424018","zWbxlKeQ3PB6Lq24NjoEaq","MC","USD","USD","1.000000000","4385280","22.00000000","22.00000000","22.00000000","-0.60258000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.18500000","0.00000000","0.00000000","21.21242000"
"2025-10-23","TD","424018","nqSwJSuVWZ4QfLjmzMTJox","MC","USD","USD","1.000000000","4385280","0.00000000","0.00000000","0.00000000","-0.04150000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-0.20900000"
"2025-10-29","TD","424018","d8uMKlSG7BbejvYyLkKLIY","MC","USD","USD","1.000000000","4385280","33.80000000","33.80000000","33.80000000","-0.84967200","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.18500000","0.00000000","0.00000000","32.76532800"
"2025-10-24","TD","424018","Z9CBbwhWG9GS1a4zgdqrls","MC","USD","USD","1.000000000","4385280","0.00000000","0.00000000","0.00000000","-0.02000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.01750000","0.00000000","0.00000000","-0.03750000"
"2025-10-28","TD","424018","F4SemN4YbWhQ1lD7XDQyvS","MC","USD","USD","1.000000000","4385280","23.00000000","23.00000000","23.00000000","-0.62352000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.18500000","0.00000000","0.00000000","22.19148000"
"2025-10-23","TD","424018","m1DXmOn6x6iLPYb7xnRIs1","MC","USD","USD","1.000000000","4385280","22.00000000","22.00000000","22.00000000","-0.56108000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.01750000","0.00000000","0.00000000","21.42142000"
"2025-10-23","TD","424018","xNdi2MvGyQRNdSoJfgslfO","MC","USD","USD","1.000000000","4385280","0.00000000","0.00000000","0.00000000","-0.04150000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-0.20900000"
"2025-10-23","TD","424018","yg3caleXAf3RIrUr3Hdlu8","MC","USD","USD","1.000000000","4385280","22.00000000","22.00000000","22.00000000","-0.60258000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.18500000","0.00000000","0.00000000","21.21242000"
"2025-10-25","TD","424018","J2GWrTtvOGrfmwWYIQm54e","MC","USD","USD","1.000000000","4385280","0.00000000","0.00000000","0.00000000","-0.04150000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-0.20900000"
"2025-10-29","TD","424018","qe8Mbe7dLTncUfNuXaetjZ","MC","USD","USD","1.000000000","4385280","22.00000000","22.00000000","22.00000000","-0.60258000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.18500000","0.00000000","0.00000000","21.21242000"
"2025-10-24","TD","424018","p7HxFEp8C0YUHcJCWt0JM1","MC","USD","USD","1.000000000","4385280","-20.00000000","-20.00000000","-20.00000000","-0.02400000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-20.19150000"
"2025-10-24","TD","424018","29WRrQcikPfGUw2PZJ3rWf","MC","USD","USD","1.000000000","4385280","22.00000000","22.00000000","22.00000000","-0.37658000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.18500000","0.00000000","0.00000000","21.43842000"
"2025-10-23","TD","424018","jtmdA9ik0HeLRqjgSmqcK5","MC","USD","USD","1.000000000","4385280","0.00000000","0.00000000","0.00000000","-0.04150000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-0.20900000"
"2025-10-27","TD","424018","uuUU8r2NF9MZPJTY9Bc8jT","MC","USD","USD","1.000000000","4385280","23.00000000","23.00000000","23.00000000","-0.62352000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.18500000","0.00000000","0.00000000","22.19148000"
"2025-10-24","TD","424018","8S8RCcgfcqe1XZiN17ajUf","MC","USD","USD","1.000000000","4385280","0.00000000","0.00000000","0.00000000","-0.04150000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-0.20900000"
"2025-10-24","TD","424018","IhcgOesUDZFkCZWfHMosCR","MC","USD","USD","1.000000000","4385280","0.00000000","0.00000000","0.00000000","-2.18830000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.53750000","0.00000000","0.00000000","-2.72580000"
"2025-10-24","TD","424018","C5kvqazP92hrG4OGy6EBHa","MC","USD","USD","1.000000000","4385280","33.80000000","33.80000000","33.80000000","-0.84967200","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.18500000","0.00000000","0.00000000","32.76532800"
"2025-10-27","TD","424018","wey2uqvnECMhH1EPWjWZV0","MC","USD","USD","1.000000000","4385280","33.00000000","33.00000000","33.00000000","-0.79142000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.01750000","0.00000000","0.00000000","32.19108000"
"2025-10-23","TD","424018","jBhzhQoJjhyDTysp2rmQ05","MC","USD","USD","1.000000000","4385280","-20.00000000","-20.00000000","-20.00000000","-0.02400000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-20.19150000"
"2025-10-24","TD","424018","ksEdX5n5bNZdGjPxWcFQb3","MC","USD","USD","1.000000000","4385280","-10.00000000","-10.00000000","-10.00000000","0.15600000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-10.01150000"
"2025-10-27","TD","424018","FB9kVfDuQ6zyiKFDfxPtvi","MC","USD","USD","1.000000000","4385280","22.00000000","22.00000000","22.00000000","-0.33508000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.01750000","0.00000000","0.00000000","21.64742000"
"2025-10-25","TD","424018","SzWuDlU7lfCeZnnzP5BDVO","MC","USD","USD","1.000000000","4385280","0.00000000","0.00000000","0.00000000","-0.04150000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-0.20900000"
"2025-10-27","TD","424018","QDQxweGSSmoRpdS3fjUnO6","MC","USD","USD","1.000000000","4385280","22.00000000","22.00000000","22.00000000","-0.37658000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.18500000","0.00000000","0.00000000","21.43842000"
"2025-10-23","TD","424018","tTVd3nyxK48CPP4MTJzRkj","MC","USD","USD","1.000000000","4385280","0.00000000","0.00000000","0.00000000","-0.09230000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-0.25980000"
"2025-10-27","TD","424018","dZ7GGUHHvyYatMJnfCXKEX","MC","USD","USD","1.000000000","4385280","0.00000000","0.00000000","0.00000000","-0.09230000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-0.25980000"
"2025-10-26","TD","424018","Juqyh4x9eJ4euEpxv4Fh97","MC","USD","USD","1.000000000","4385280","0.00000000","0.00000000","0.00000000","-0.05150000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-0.21900000"
"2025-10-23","TD","424018","BS8pVnY6NqdfcvRtVSdt32","MC","USD","USD","1.000000000","4385280","10.00000000","10.00000000","10.00000000","-0.41090000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.18500000","0.00000000","0.00000000","9.40410000"
"2025-10-27","TD","424018","QykW0itzUiHeGmPmQKyciX","MC","USD","USD","1.000000000","4385280","33.00000000","33.00000000","33.00000000","-0.83292000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.18500000","0.00000000","0.00000000","31.98208000"
"2025-10-23","TD","424018","3lNm42rF017DVFjjfL3SfK","MC","USD","USD","1.000000000","4385280","0.00000000","0.00000000","0.00000000","-0.04150000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-0.20900000"
"2025-10-27","TD","424018","eK8r6Wgja632ZhVqp60jt5","MC","USD","USD","1.000000000","4385280","33.80000000","33.80000000","33.80000000","-0.84967200","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.18500000","0.00000000","0.00000000","32.76532800"
"2025-10-27","TD","424018","PSicuWFViYs9ucBx18DIT0","MC","USD","USD","1.000000000","4385280","23.00000000","23.00000000","23.00000000","-0.58202000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.01750000","0.00000000","0.00000000","22.40048000"
"2025-10-23","TD","424018","NQVLgnAhJ7Uqdc90v9AMdy","MC","USD","USD","1.000000000","4385280","0.00000000","0.00000000","0.00000000","-0.02000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.01750000","0.00000000","0.00000000","-0.03750000"
"2025-10-23","TD","424018","dl2o4UGM38yljZxGycnRX1","MC","USD","USD","1.000000000","4385280","33.80000000","33.80000000","33.80000000","-0.84967200","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.18500000","0.00000000","0.00000000","32.76532800"
"2025-10-24","TD","424018","j49jATheghrrsbbkkBUFDf","MC","USD","USD","1.000000000","4385280","0.00000000","0.00000000","0.00000000","-0.04150000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-0.20900000"
"2025-10-27","TD","424018","10SzceFjAHV1RHKqGA6R6M","MC","USD","USD","1.000000000","4385280","22.00000000","22.00000000","22.00000000","-0.37658000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.18500000","0.00000000","0.00000000","21.43842000"
"2025-10-25","TD","424018","nDdjpYCsWoLSY9u8cvFZeh","MC","USD","USD","1.000000000","4385280","0.00000000","0.00000000","0.00000000","-0.04150000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-0.20900000"
"2025-10-29","TD","424018","D0WkuIzRBBHFTJbUqukRzW","MC","USD","USD","1.000000000","4385280","33.80000000","33.80000000","33.80000000","-0.84967200","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.18500000","0.00000000","0.00000000","32.76532800"
"2025-10-24","TD","424018","9MLY7YL6pOu8OawZtvkDll","MC","USD","USD","1.000000000","4385280","0.00000000","0.00000000","0.00000000","-0.09230000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-0.25980000"
"2025-10-27","TD","424018","uDprt2d4GZbCMm8V4t0PbX","MC","USD","USD","1.000000000","4385280","22.00000000","22.00000000","22.00000000","-0.60258000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.18500000","0.00000000","0.00000000","21.21242000"
"2025-10-23","TD","424018","Y6BJ9L7wFFpkqMgMaxki8Q","MC","USD","USD","1.000000000","4385280","22.00000000","22.00000000","22.00000000","-0.60258000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.18500000","0.00000000","0.00000000","21.21242000"
"2025-10-23","TD","424018","353uHfyqF56GbvF1zXi7zT","MC","USD","USD","1.000000000","4385280","23.00000000","23.00000000","23.00000000","-0.58202000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.01750000","0.00000000","0.00000000","22.40048000"
"2025-10-28","TD","424018","gsKWDBtf1rY1z56RTxphk4","MC","USD","USD","1.000000000","4385280","22.00000000","22.00000000","22.00000000","-0.37658000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.18500000","0.00000000","0.00000000","21.43842000"
"2025-10-27","TD","424018","p1AdiSClZING8NmJfcvXbD","MC","USD","USD","1.000000000","4385280","22.00000000","22.00000000","22.00000000","-0.60258000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.18500000","0.00000000","0.00000000","21.21242000"
"2025-10-27","TD","424018","uJtNri7MlVHQ9QJPgZtUqy","MC","USD","USD","1.000000000","4385280","100.00000000","100.00000000","100.00000000","-2.14030000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.20250000","0.00000000","0.00000000","97.65720000"
"2025-10-27","TD","424018","IBoxBjLsrGfXXXTNPVqzSw","MC","USD","USD","1.000000000","4385280","22.00000000","22.00000000","22.00000000","-0.60258000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.18500000","0.00000000","0.00000000","21.21242000"
"2025-10-29","TD","424018","l17VCh75SONCDxHCOyXbw4","MC","USD","USD","1.000000000","4385280","0.00000000","0.00000000","0.00000000","-0.02000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.01750000","0.00000000","0.00000000","-0.03750000"
"2025-10-28","TD","424018","KdQBC64pVz1Jwd66q1lIP9","MC","USD","USD","1.000000000","4385280","0.00000000","0.00000000","0.00000000","-0.09230000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-0.25980000"
"2025-10-27","TD","424018","Wn8rXrqCDOUAjEdgamV0pD","MC","USD","USD","1.000000000","4385280","22.00000000","22.00000000","22.00000000","-0.60258000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.18500000","0.00000000","0.00000000","21.21242000"
"2025-10-26","TD","424018","75jhQMvenHh2MqAiMSZ9bk","MC","USD","USD","1.000000000","4385280","0.00000000","0.00000000","0.00000000","-0.04150000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-0.20900000"
"2025-10-23","TD","424018","9onO0DnM4Gd8ePJrGYWHQp","MC","USD","USD","1.000000000","4385280","22.00000000","22.00000000","22.00000000","-0.60258000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.18500000","0.00000000","0.00000000","21.21242000"
"2025-10-29","TD","424018","6W0htgflgFiqqkqJ2UdmW1","MC","USD","USD","1.000000000","4385280","-10.00000000","-10.00000000","-10.00000000","0.15600000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-10.01150000"
"2025-10-23","TD","424018","9o84u1mvx725fLz9ElnbT6","MC","USD","USD","1.000000000","4385280","0.00000000","0.00000000","0.00000000","-0.05150000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-0.21900000"
"2025-10-24","TD","424018","BvsJr1SH7JqXbxgjEDyqR","MC","USD","USD","1.000000000","4385280","0.00000000","0.00000000","0.00000000","-0.02200000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.15000000","0.00000000","0.00000000","-0.17200000"
