BEGIN,EntityId=418553,Frequency=adhoc
EntityId=418553,ReportTypeName=SubmissionDetails,Frequency=adhoc,FromDate=2025-03-03,ToDate=2025-03-04,GenerationDate=2025-03-13,GenerationTime=19:28:16
Submission Date,Presentment Currency Code,Settlement Currency Code,Transaction Division External Identifier,Payment Method Code,Merchant Order Number,Account Number,Credit Card Expiration Year Month Number,Transaction Amount in Presentment Currency,Merchant Action Code,Action Type Code Text,Authorization Date,Country of Issuance,Transaction Type Code,Transaction Type Text,Merchant Category Code,Digital Token Method Code,Digital Wallet Brand,Interchange Qualification Code,Interchange Unit Fee,Fee Rate,Total Interchange Amount,Total Assessment Amount,Other Debit Passthrough Fees,Merchant Information Description,Surcharge Amount,Bank Sort Code,Card Usage Type
3/3/2025,USD,USD,418554,VI,jOupiRkEQnCLnSrRFk1Vpg,444442XXXXXX4440,30-Aug,155,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-5.0825,-0.3199,0,N,,,1
3/3/2025,USD,USD,418554,VI,0j9Zaq5eEUJOdACO2Q6fsL,444442XXXXXX4440,25-Jun,100,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-3.35,-0.2429,0,N,,,1
3/3/2025,USD,USD,418554,VI,eXGEirHT18eKMndcR1LU95,444442XXXXXX4440,25-Jun,100,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-3.35,-0.2429,0,N,,,1
3/3/2025,USD,USD,418554,VI,1000829326,411234XXXXXX4113,25-Oct,1.06,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V105,0.1,0.0315,-0.13339,-0.103584,0,N,,,1
3/3/2025,USD,USD,418554,VI,1002798325,491699XXXXXX2017,25-Oct,1.06,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V105,0.1,0.0315,-0.13339,-0.103584,0,N,,,1
3/3/2025,USD,USD,418554,VI,yue07emeRlXkKPYuxlgxnw,444442XXXXXX4440,25-Jun,-5,RF,REFUND,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5968,0,,VRCM,0,-0.0235,0.1175,-0.022,0,N,,,1
3/3/2025,USD,USD,418554,VI,1004526523,424242XXXXXX4242,25-Mar,1.06,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V105,0.1,0.0315,-0.13339,-0.104384,0,N,,,1
3/3/2025,USD,USD,418554,VI,P6JMJjO6QkGGJy4ziGr70A,444442XXXXXX4440,25-Jun,10,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.515,-0.1169,0,N,,,1
3/3/2025,USD,USD,418554,VI,zRytYhK2QYXiwbU3DLNgIg,444442XXXXXX4440,25-Jun,10,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.515,-0.1169,0,N,,,1
3/3/2025,USD,USD,418554,VI,dtCA46afSh6crhYsbH1ECA,444442XXXXXX4440,25-Jun,130,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-4.295,-0.2849,0,N,,,1
3/3/2025,USD,USD,418554,VI,1005918045,424242XXXXXX4242,25-Jul,1.06,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V105,0.1,0.0315,-0.13339,-0.104384,0,N,,,1
3/3/2025,USD,USD,418554,VI,KZZmPkCvi4gi0UwfvJtLJ5,444442XXXXXX4440,25-Jun,100,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-3.35,-0.2429,0,N,,,1
3/3/2025,USD,USD,418554,VI,c2eCqyEnuyCheGoiGEORJp,444442XXXXXX4440,25-Jun,100,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-3.35,-0.2429,0,N,,,1
3/3/2025,USD,USD,418554,VI,kMk280mg2UOSHmmQG31Hv3,489537XXXXXX1988,May-32,18,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,4899,3,,VCEB,0.1,0.018,-0.424,-0.0273,0,N,,,1
3/3/2025,USD,USD,418554,VI,z4mXKnZm30vwpTZexD7NBy,444442XXXXXX4440,25-Jun,100,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-3.35,-0.2429,0,N,,,1
3/3/2025,USD,USD,418554,VI,1008101868,424242XXXXXX4242,25-Jul,1.06,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V105,0.1,0.0315,-0.13339,-0.104384,0,N,,,1
3/3/2025,USD,USD,418554,VI,ZW4BkYzG7MBvIB0h60mr8r,444442XXXXXX4440,25-Jun,100,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-3.35,-0.2429,0,N,,,1
3/3/2025,USD,USD,418554,VI,9naXVlqBG8kLNnekZd3dI5,476134XXXXXX0050,25-May,-30,RF,REFUND,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5968,3,,VRCN,0,-0.0205,0.615,-0.022,0,N,,,1
3/3/2025,USD,USD,418554,VI,1000722885,424242XXXXXX4242,26-Feb,1.06,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V105,0.1,0.0315,-0.13339,-0.104384,0,N,,,1
3/3/2025,USD,USD,418554,VI,yr3F99wmROSUl3k5aJ8YJQ,444442XXXXXX4440,25-Jun,21000.2,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-661.7063,-29.50318,0,N,,,1
3/3/2025,USD,USD,418554,VI,195X7YjpQXCjapnJPXcN7g,444442XXXXXX4440,25-Jun,10,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.515,-0.1169,0,N,,,1
3/3/2025,USD,USD,418554,VI,LVOJOteMKVESZQKGKQPzg3,411234XXXXXX4113,22-May,12.34,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,4899,0,,V105,0.1,0.0315,-0.48871,-0.119376,0,N,,,1
3/3/2025,USD,USD,418554,VI,7OGCDCBVQwXZG8UmUqFaXw,444442XXXXXX4440,25-Jun,10,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.515,-0.1169,0,N,,,1
3/3/2025,USD,USD,418554,VI,1007239171,424242XXXXXX4242,25-Apr,1.06,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V105,0.1,0.0315,-0.13339,-0.104384,0,N,,,1
3/3/2025,USD,USD,418554,VI,JEhCD9FPTNWU8LpbOZ3PqQ,444442XXXXXX4440,25-Jun,155,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-5.0825,-0.3199,0,N,,,1
3/3/2025,USD,USD,418554,VI,9iSjLV5YS2a5vGPvin1EFQ,444442XXXXXX4440,25-Jun,10,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.515,-0.1169,0,N,,,1
3/3/2025,USD,USD,418554,VI,7L6Xz6vxhNCocjsIvIjHQ,476134XXXXXX0050,25-May,20,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,4899,3,,VCEB,0.1,0.018,-0.46,-0.0301,0,N,,,1
3/3/2025,USD,USD,418554,VI,1007146567,424242XXXXXX4242,25-Nov,1.06,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V105,0.1,0.0315,-0.13339,-0.104384,0,N,,,1
3/3/2025,USD,USD,418554,VI,kKmPP2RVRTWbXL7RLodHHQ,444442XXXXXX4440,Jun-45,155,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-5.0825,-0.3199,0,N,,,1
3/3/2025,USD,USD,418554,VI,1004981739,411234XXXXXX4113,25-Jul,1.06,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V105,0.1,0.0315,-0.13339,-0.104384,0,N,,,1
3/3/2025,USD,USD,418554,VI,MV0EtxwHSzI8CNESM6SNTx,444442XXXXXX4440,25-Jun,100,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-3.35,-0.2429,0,N,,,1
3/3/2025,USD,USD,418554,VI,kz44Y3AMSzy4Xw06ZhR4GQ,444442XXXXXX4440,25-Jun,-5,RF,REFUND,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5968,0,,VRCM,0,-0.0235,0.1175,-0.022,0,N,,,1
3/3/2025,USD,USD,418554,VI,1006353472,447005XXXXXXXXX0003,25-Apr,1.06,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,VSDD,0.25,0.019,-0.27014,-0.100722,0,N,,,3
3/3/2025,USD,USD,418554,VI,jaVxPA8jQbyMXNiQZHK4jg,444442XXXXXX4440,25-Jun,100,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-3.35,-0.2429,0,N,,,1
3/3/2025,USD,USD,418554,VI,ktIOnH6YSiG7b2z7ZqcO2A,444442XXXXXX4440,25-Jun,10,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.515,-0.1169,0,N,,,1
3/3/2025,USD,USD,418554,VI,sbFPtlngSiCbC7Y7UNzzQg,444442XXXXXX4440,25-Jun,5,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.3575,-0.1099,0,N,,,1
3/3/2025,USD,USD,418554,VI,CpDgbbTQ5RdYyHvvbjD6UI,444442XXXXXX4440,25-Jun,100,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-3.35,-0.2421,0,N,,,1
3/3/2025,USD,USD,418554,VI,X2aJSFcEStuUaIlFVFlMAw,444442XXXXXX4440,25-Jun,21000.2,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-661.7063,-29.50318,0,N,,,1
3/3/2025,USD,USD,418554,VI,ReLhlZt0Ld9TQVxV8QjSD6,489537XXXXXX1988,May-32,18,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,4899,3,,VCEB,0.1,0.018,-0.424,-0.0281,0,N,,,1
3/3/2025,USD,USD,418554,VI,1003569977,424242XXXXXX4242,25-Dec,1.06,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V105,0.1,0.0315,-0.13339,-0.104384,0,N,,,1
3/3/2025,USD,USD,418554,VI,Yz2KC97KmNJmx70TO60W66,476134XXXXXX0050,25-May,20,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,4899,3,,VCEB,0.1,0.018,-0.46,-0.0301,0,N,,,1
3/3/2025,USD,USD,418554,VI,4JjsbYKTT7XYrrW8drVrdg,444442XXXXXX4440,25-Jun,10,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.515,-0.1161,0,N,,,1
3/3/2025,USD,USD,418554,VI,1001970744,424242XXXXXX4242,25-Nov,1.06,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V105,0.1,0.0315,-0.13339,-0.103584,0,N,,,1
3/3/2025,USD,USD,418554,VI,Uyd5CYtmSKGVcpXqR0uKSw,444442XXXXXX4440,25-Jun,10,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.515,-0.1169,0,N,,,1
3/3/2025,USD,USD,418554,VI,1003041280,411234XXXXXX4113,25-Sep,1.06,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V105,0.1,0.0315,-0.13339,-0.103584,0,N,,,1
3/3/2025,USD,USD,418554,VI,3LkAsh9oSEXXBeSGHmzEeg,444442XXXXXX4440,25-Jun,10,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.515,-0.1169,0,N,,,1
3/3/2025,USD,USD,418554,VI,hc0zr3HnQK6U0BGnGUaDUw,444442XXXXXX4440,25-Jun,155,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-5.0825,-0.3199,0,N,,,1
3/3/2025,USD,USD,418554,VI,Hn9Re44NQHuDSTeSxhnXYw,444442XXXXXX4440,25-Jun,10,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.515,-0.1169,0,N,,,1
3/3/2025,USD,USD,418554,VI,bs5rhSSgcLVIqhPvF4N7vm,444442XXXXXX4440,25-Jun,100,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-3.35,-0.2429,0,N,,,1
3/3/2025,USD,USD,418554,VI,HCSILTShSJygoMLwidWLnw,444442XXXXXX4440,25-Jun,10,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.515,-0.1169,0,N,,,1
3/3/2025,USD,USD,418554,VI,1000365850,424242XXXXXX4242,25-Jun,1.06,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V105,0.1,0.0315,-0.13339,-0.104384,0,N,,,1
3/3/2025,USD,USD,418554,VI,1002025587,491699XXXXXX2017,25-Nov,1.06,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V105,0.1,0.0315,-0.13339,-0.103584,0,N,,,1
3/3/2025,USD,USD,418554,VI,1008282415,424242XXXXXX4242,Dec-43,1.06,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V105,0.1,0.0315,-0.13339,-0.103584,0,N,,,1
3/3/2025,USD,USD,418554,VI,1002056835,424242XXXXXX4242,25-Nov,1.06,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V105,0.1,0.0315,-0.13339,-0.104384,0,N,,,1
3/3/2025,USD,USD,418554,VI,DG0YqfaNSOuqdxc9NkIeRw,444442XXXXXX4440,25-Jun,10,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.515,-0.1169,0,N,,,1
3/3/2025,USD,USD,418554,VI,r4JzmXXhT6O2eXn6fxXV5Q,444442XXXXXX4440,25-Jun,10,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.515,-0.1169,0,N,,,1
3/3/2025,USD,USD,418554,VI,1001195714,491699XXXXXX2017,26-Feb,1.06,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V105,0.1,0.0315,-0.13339,-0.103584,0,N,,,1
3/3/2025,USD,USD,418554,VI,9LKe69kKTJeE1SA7Rl1mZw,444442XXXXXX4440,25-Jun,130,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-4.295,-0.2849,0,N,,,1
3/3/2025,USD,USD,418554,VI,1004181095,411234XXXXXX4113,25-Sep,1.06,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V105,0.1,0.0315,-0.13339,-0.104384,0,N,,,1
3/3/2025,USD,USD,418554,VI,5bYaFoC4QMXCtHDG8HyJYA,444442XXXXXX4440,25-Jun,-5,RF,REFUND,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5968,0,,VRCM,0,-0.0235,0.1175,-0.022,0,N,,,1
3/3/2025,USD,USD,418554,VI,Vjggeep2TQ61K9ql2nTxJg,444442XXXXXX4440,25-Jun,5,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.3575,-0.1099,0,N,,,1
3/3/2025,USD,USD,418554,VI,f7l2dMGAQYS26UhLVLSm3w,444442XXXXXX4440,25-Jun,10,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.515,-0.1169,0,N,,,1
3/3/2025,USD,USD,418554,VI,Vai1FEQvBeI2HAUcEEL59,444444XXXXXX4455,May-40,70,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5968,0,,VBL2,0.1,0.019,-1.43,-0.1001,0,N,,,1
3/3/2025,USD,USD,418554,VI,5bYaFoC4QMXCtHDG8HyJYA,444442XXXXXX4440,25-Jun,10,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.515,-0.1169,0,N,,,1
3/3/2025,USD,USD,418554,VI,frnbmRxWKOSU3deagXkBF0,444442XXXXXX4440,25-Jun,100,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-3.35,-0.2429,0,N,,,1
3/3/2025,USD,USD,418554,VI,prXRwdqtNBy0AI11DggD2P,444442XXXXXX4440,25-Jun,100,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-3.35,-0.2429,0,N,,,1
3/3/2025,USD,USD,418554,VI,LwDbwXAwpTQqkn65iTRryk,476134XXXXXX0050,25-May,20,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,4899,3,,VCEB,0.1,0.018,-0.46,-0.0301,0,N,,,1
3/3/2025,USD,USD,418554,VI,1007487962,424242XXXXXX4242,25-Jul,1.06,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V105,0.1,0.0315,-0.13339,-0.103584,0,N,,,1
3/3/2025,USD,USD,418554,VI,V7WSNmhLTFe9tuIMEYLYXA,444442XXXXXX4440,25-Jun,10,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.515,-0.1169,0,N,,,1
3/3/2025,USD,USD,418554,VI,gGmJKi6wQoCIhgKNRF6sDQ,444442XXXXXX4440,25-Jun,10,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.515,-0.1169,0,N,,,1
3/3/2025,USD,USD,418554,VI,LB7ZB4Q3S33gviZR6eM2GD,476134XXXXXX0050,25-May,-20,RF,REFUND,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5968,3,,VRCN,0,-0.0205,0.41,-0.022,0,N,,,1
3/3/2025,USD,USD,418554,VI,jQS3IvszSVyrxaDJOxTqXA,444442XXXXXX4440,25-Jun,10,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.515,-0.1169,0,N,,,1
3/3/2025,USD,USD,418554,VI,m2HE4qaSTbXNNz4whjscgg,444442XXXXXX4440,25-Jun,10,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.515,-0.1169,0,N,,,1
3/3/2025,USD,USD,418554,VI,1003958261,424242XXXXXX4242,25-Nov,1940,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V105,0.1,0.0315,-61.21,-2.8181,0,N,,,1
3/3/2025,USD,USD,418554,VI,G1AqAS6atc2iLF39JcGh8u,444442XXXXXX4440,25-Jun,100,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-3.35,-0.2429,0,N,,,1
3/3/2025,USD,USD,418554,VI,1008658851,491699XXXXXX2017,26-Jan,1.06,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V105,0.1,0.0315,-0.13339,-0.103584,0,N,,,1
3/3/2025,USD,USD,418554,VI,mW1dR0tQtrAxGRZEsOH6CL,444442XXXXXX4440,25-Jun,100,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-3.35,-0.2429,0,N,,,1
3/3/2025,USD,USD,418554,VI,uVwNVSP4ps4CWgzlpY2jLk,476134XXXXXX0050,25-May,-20,RF,REFUND,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5968,3,,VRCN,0,-0.0205,0.41,-0.022,0,N,,,1
3/3/2025,USD,USD,418554,VI,ClohGmGsRRC2HRHz1D3qig,444442XXXXXX4440,25-Jun,10,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.515,-0.1161,0,N,,,1
3/3/2025,USD,USD,418554,VI,YoLXT5sbTL6rhV8N2ibzGA,444442XXXXXX4440,25-Jun,10,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.515,-0.1169,0,N,,,1
3/3/2025,USD,USD,418554,VI,OEtfjiS1ROqLgdfhXjVoaw,444442XXXXXX4440,25-Jun,5,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.3575,-0.1091,0,N,,,1
3/3/2025,USD,USD,418554,VI,Q7Tl3tSMTxGBsYCo90QaUA,444442XXXXXX4440,25-Jun,10,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.515,-0.1169,0,N,,,1
3/3/2025,USD,USD,418554,VI,intent-8tj80hk,411234XXXXXX4113,25-Dec,10,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V105,0.1,0.0315,-0.415,-0.1161,0,N,,,1
3/3/2025,USD,USD,418554,VI,T4qcYp6kQYmU5F35AJYPIQ,444442XXXXXX4440,25-Jun,10,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.515,-0.1169,0,N,,,1
3/3/2025,USD,USD,418554,VI,merchantOrderNumber-15,411234XXXXXX4113,24-Dec,110,DP,SALE,3/3/2025,US,3,MOTO Indicator - Installment Payment,5968,0,,VPDM,0.5,0.09,-2.48,-0.1645,0,N,,,1
3/3/2025,USD,USD,418554,VI,1008656801,424242XXXXXX4242,25-Apr,1.06,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V105,0.1,0.0315,-0.13339,-0.104384,0,N,,,1
3/3/2025,USD,USD,418554,VI,X96rMzUmShifv6npM9cWAg,444442XXXXXX4440,25-Jun,100,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-3.35,-0.2429,0,N,,,1
3/3/2025,USD,USD,418554,VI,VLo8RwoLSgSea7vWdCiSXQ,444442XXXXXX4440,25-Jun,5,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.3575,-0.1099,0,N,,,1
3/3/2025,USD,USD,418554,VI,YEjFCHE7SpmuXYKYzX7Byw,444442XXXXXX4440,25-Jun,-5,RF,REFUND,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5968,0,,VRCM,0,-0.0235,0.1175,-0.022,0,N,,,1
3/3/2025,USD,USD,418554,VI,g6XcducJTiu3UnyfeOLkAw,444442XXXXXX4440,25-Jun,10,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.515,-0.1169,0,N,,,1
3/3/2025,USD,USD,418554,VI,lJL4h2nAT72HXzgtNKzDIQ,444442XXXXXX4440,25-Jun,10,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.515,-0.1169,0,N,,,1
3/3/2025,USD,USD,418554,VI,E8mGa3knFoqK1QWJw3OqGJ,444442XXXXXX4440,25-Jun,100,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-3.35,-0.2429,0,N,,,1
3/3/2025,USD,USD,418554,VI,1000253654,491699XXXXXX2017,26-Feb,1.06,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V105,0.1,0.0315,-0.13339,-0.103584,0,N,,,1
3/3/2025,USD,USD,418554,VI,3fYYtAtiRXeOMEuZbPAzAg,444442XXXXXX4440,25-Jun,5,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.3575,-0.1099,0,N,,,1
3/3/2025,USD,USD,418554,VI,Ook0mLGnSuCjDILe4WyHGA,444442XXXXXX4440,25-Jun,10,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.515,-0.1169,0,N,,,1
3/3/2025,USD,USD,418554,VI,MbZaKsgaQtuDBVPXHpPBCA,444442XXXXXX4440,25-Jun,5,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.3575,-0.1099,0,N,,,1
3/3/2025,USD,USD,418554,VI,oGZTlYOBSiu0LG819Qling,444442XXXXXX4440,25-Jun,15,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.6725,-0.1231,0,N,,,1
3/3/2025,USD,USD,418554,VI,1008583032,424242XXXXXX4242,25-Jun,1.06,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V105,0.1,0.0315,-0.13339,-0.104384,0,N,,,1
3/3/2025,USD,USD,418554,VI,5hYP8DUcRpmq1qn25xpqsQ,444442XXXXXX4440,25-Jun,10,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.515,-0.1169,0,N,,,1
3/3/2025,USD,USD,418554,VI,idQwt7v8X0BwM1vEsN1aV,489537XXXXXX1988,May-32,18,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,4899,3,,VCEB,0.1,0.018,-0.424,-0.0273,0,N,,,1
3/3/2025,USD,USD,418554,VI,A46TYYXOQOGcLw7oQMKVXg,444442XXXXXX4440,Nov-33,155,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-5.0825,-0.3199,0,N,,,1
3/3/2025,USD,USD,418554,VI,uTEHlgm7TnWRDLPd4UcFAQ,444442XXXXXX4440,25-Jun,10,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.515,-0.1169,0,N,,,1
