Identificateur de l’entité=424017,"Nom de l’entité=UPG_Auto_Testing1",Fréquence=ponctuel
Identificateur de l’entité=424017,"Nom de l’entité=UPG_Auto_Testing1",Nom du type de rapport=Détailsdesfrais,Fréquence=ponctuel,Du [date]=2025-10-08,AU [date]=2025-10-30,Date de génération=2025-11-17,Durée d’une génération=11:10:51
"Date d’activité","Code de type d’entité","Identificateur de l’entité","Code du mode de paiement","Numéro de commande de commerçant","Code de devise de la présentation","Code de devise de règlement","Taux de change","Texte de la catégorie de transfert de fonds","Identificateur de transfert de fonds","Numéro d’instruction de transfert de fonds","Date d’entrée en vigueur du transfert de fonds","Numéro de référence de l’acquéreur","Numéro de compte","Code de remboursement de la vente","Code de type d’action","Numéro de compte bancaire sécurisé","Montant de présentation","Montant de présentation en devise de règlement","Montant net des ventes réglées","Frais d’évaluation et d’interchange","Ajustements de la retenue de l’impôt de réserve","Ajustements de la rétrofacturation","Frais d’escompte","Ajustements de retours ECP","Autres ajustements","Frais de traitement","Ajustements des réserves","Autres frais","Activité financière nette"
"2025-10-09","TD","424018","MC","IXftKJql1jqzlDZusdYwD6","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","510854XXXXXX0070","R","AUTH","34876997","-10.00000000","-10.00000000","0.00000000","-0.02000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.15000000","0.00000000","0.00000000","-0.17000000"
"2025-10-09","TD","424018","MC","iE3sKTMQPVPSyued12ZXwk","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","511100XXXXXX1128","S","AUTH","34876997","15.00000000","15.00000000","0.00000000","-0.05000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.17000000","0.00000000","0.00000000","-0.22000000"
"2025-10-09","TD","424018","MC","cApKwJGERAZ4xechzwdwFz","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","520470XXXXXX9500","R","AUTH","34876997","-40.00000000","-40.00000000","0.00000000","-0.02000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.15000000","0.00000000","0.00000000","-0.17000000"
"2025-10-09","TD","424018","MC","twvy66GKw2eskU8SCjAilu","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","511234XXXXXX5114","S","AUTH","34876997","22.00000000","22.00000000","0.00000000","-0.04142857","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16714286","0.00000000","0.00000000","-0.20857143"
"2025-10-09","TD","424018","MC","c0O7Y8Rpawpttl6lL7WXOV","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","55432865279100499851806","555555XXXXXX4444","S","SALE","34876997","33.80000000","33.80000000","33.80000000","-0.61090909","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.01727273","0.00000000","0.00000000","33.17181818"
"2025-10-09","TD","424018","MC","iE3sKTMQPVPSyued12ZXwk","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","55432865279100499851996","511100XXXXXX1128","R","REFUND","34876997","-15.00000000","-15.00000000","-15.00000000","0.27000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.02000000","0.00000000","0.00000000","-14.75000000"
"2025-10-09","TD","424018","MC","cApKwJGERAZ4xechzwdwFz","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","520470XXXXXX9500","R","AUTH","34876997","-60.00000000","-60.00000000","0.00000000","-0.02000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.15000000","0.00000000","0.00000000","-0.17000000"
"2025-10-09","TD","424018","MC","0JeASQv9C4IkfxMz2T8a9g","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","520470XXXXXX9500","R","AUTH","34876997","-60.00000000","-60.00000000","0.00000000","-0.02000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.15000000","0.00000000","0.00000000","-0.17000000"
"2025-10-09","TD","424018","MC","RuGLVE9Poe8cqeZSt44nbJ","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","511100XXXXXX1128","R","AUTH","34876997","-15.00000000","-15.00000000","0.00000000","-0.02000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.15000000","0.00000000","0.00000000","-0.17000000"
"2025-10-09","TD","424018","MC","8Bt6nwsbNTjDtZnTPw4uB6","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","520470XXXXXX9500","R","AUTH","34876997","-20.00000000","-20.00000000","0.00000000","-0.02000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.15000000","0.00000000","0.00000000","-0.17000000"
"2025-10-09","TD","424018","MC","cApKwJGERAZ4xechzwdwFz","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","55432865279100499851954","520470XXXXXX9500","R","REFUND","34876997","-40.00000000","-40.00000000","-40.00000000","-0.00250000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.01750000","0.00000000","0.00000000","-40.02000000"
"2025-10-09","TD","424018","MC","z2n2LtdVGuodLnxa0OwxAE","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","520470XXXXXX9500","S","AUTH","34876997","100.00000000","100.00000000","0.00000000","-0.04333333","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16666667","0.00000000","0.00000000","-0.21000000"
"2025-10-09","TD","424018","MC","XoqA4s58xP8us2mYYUNCQB","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","511234XXXXXX5114","S","AUTH","34876997","22.00000000","22.00000000","0.00000000","-0.04000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.17000000","0.00000000","0.00000000","-0.21000000"
"2025-10-09","TD","424018","MC","CUd8Bi2JDE34tYkMrNkrO4","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","510854XXXXXX0070","S","SALE","34876997","10.00000000","10.00000000","10.00000000","-0.36000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.02000000","0.00000000","0.00000000","9.62000000"
"2025-10-09","TD","424018","MC","1avF7toefK3rzQwOPRh7m2","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","510854XXXXXX0070","R","AUTH","34876997","-10.00000000","-10.00000000","0.00000000","-0.02000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.15000000","0.00000000","0.00000000","-0.17000000"
"2025-10-09","TD","424018","MC","2nnsNBucDnrTHO22ALl7sn","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","555555XXXXXX4444","S","AUTH","34876997","43.00000000","43.00000000","0.00000000","-0.04000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.17000000","0.00000000","0.00000000","-0.21000000"
"2025-10-09","TD","424018","MC","IXftKJql1jqzlDZusdYwD6","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","510854XXXXXX0070","R","REFUND","34876997","-10.00000000","-10.00000000","-20.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-20.00000000"
"2025-10-09","TD","424018","MC","RuGLVE9Poe8cqeZSt44nbJ","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","511100XXXXXX1128","S","AUTH","34876997","15.00000000","15.00000000","0.00000000","-0.05000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.17000000","0.00000000","0.00000000","-0.22000000"
"2025-10-09","TD","424018","MC","Ji7hKicO8pgRpkxGbGnBy2","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","520470XXXXXX9500","R","AUTH","34876997","-20.00000000","-20.00000000","0.00000000","-0.02000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.15000000","0.00000000","0.00000000","-0.17000000"
"2025-10-09","TD","424018","MC","oedqUMx1MtTUuXABOtT9p3","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","510854XXXXXX0070","S","AUTH","34876997","0.00000000","0.00000000","0.00000000","-0.02000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.02000000","0.00000000","0.00000000","-0.04000000"
"2025-10-09","TD","424018","MC","IEt3GQzEyMEqRkPSRjzKq6","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","511234XXXXXX5114","S","AUTH","34876997","22.00000000","22.00000000","0.00000000","-0.04142857","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16714286","0.00000000","0.00000000","-0.20857143"
"2025-10-09","TD","424018","MC","6KQFp5S75vHP7qPqBRPVuE","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","55432865279100499851657","511234XXXXXX5114","S","SALE","34876997","22.00000000","22.00000000","22.00000000","-0.61090909","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.01727273","0.00000000","0.00000000","21.37181818"
"2025-10-09","TD","424018","MC","x0wNlqjhXYixXNLKIHQZc7","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","510854XXXXXX0070","S","AUTH","34876997","0.00000000","0.00000000","0.00000000","-0.02000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.02000000","0.00000000","0.00000000","-0.04000000"
"2025-10-09","TD","424018","MC","Axk52gPFFpLfn7wjUnF9TS","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","520470XXXXXX9500","S","AUTH","34876997","100.00000000","100.00000000","0.00000000","-0.04000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.17000000","0.00000000","0.00000000","-0.21000000"
"2025-10-09","TD","424018","MC","Lrc9ORQSSfbbPA6PzAR01Q","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","511234XXXXXX5114","S","AUTH","34876997","22.00000000","22.00000000","0.00000000","-0.04000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.17000000","0.00000000","0.00000000","-0.21000000"
"2025-10-09","TD","424018","MC","udfYJp1NT9pB2HR7Fms4i6","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","511100XXXXXX1128","S","AUTH","34876997","15.00000000","15.00000000","0.00000000","-0.05000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.17000000","0.00000000","0.00000000","-0.22000000"
"2025-10-09","TD","424018","MC","KkQgei5VJJg94ofLkvXTEC","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","520470XXXXXX9500","S","SALE","34876997","4.00000000","4.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.06000000","0.00000000","0.00000000","-0.06000000"
"2025-10-09","TD","424018","MC","uIvmGfnnzzKUerh5SXqUGC","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","555555XXXXXX4444","S","SALE","34876997","33.80000000","33.80000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"2025-10-09","TD","424018","MC","twvy66GKw2eskU8SCjAilu","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","55432865279100499851814","511234XXXXXX5114","S","SALE","34876997","22.00000000","22.00000000","22.00000000","-0.61090909","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.01727273","0.00000000","0.00000000","21.37181818"
"2025-10-09","TD","424018","MC","QU9mWgHwYVFpT9dPGouJny","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","520470XXXXXX9500","S","SALE","34876997","60.00000000","60.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"2025-10-09","TD","424018","MC","LEpJfVxRRCcKaVh6M2Qy2g","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","511234XXXXXX5114","S","AUTH","34876997","22.00000000","22.00000000","0.00000000","-0.04000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.17000000","0.00000000","0.00000000","-0.21000000"
"2025-10-09","TD","424018","MC","454Vsu5FbisoEJdFvs5UGz","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","511234XXXXXX5114","S","AUTH","34876997","22.00000000","22.00000000","0.00000000","-0.04142857","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16714286","0.00000000","0.00000000","-0.20857143"
"2025-10-09","TD","424018","MC","","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","","","OTHER","34876997","","","0.00000000","-1.54000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-6.35000000","0.00000000","0.00000000","-7.89000000"
"2025-10-09","TD","424018","MC","udfYJp1NT9pB2HR7Fms4i6","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","511100XXXXXX1128","S","SALE","34876997","15.00000000","15.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"2025-10-09","TD","424018","MC","KkQgei5VJJg94ofLkvXTEC","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","520470XXXXXX9500","R","REFUND","34876997","-30.00000000","-30.00000000","-180.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-180.00000000"
"2025-10-09","TD","424018","MC","R9fDpdEkdvKHw50LH4YZDl","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","555555XXXXXX4444","S","SALE","34876997","23.20000000","23.20000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"2025-10-09","TD","424018","MC","Axk52gPFFpLfn7wjUnF9TS","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","520470XXXXXX9500","S","SALE","34876997","40.00000000","40.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"2025-10-09","TD","424018","MC","ylGmppIIdP1H5ZO9QsMvAj","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","520470XXXXXX9500","S","SALE","34876997","40.00000000","40.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"2025-10-09","TD","424018","MC","8vNQL5F3QA8nd0XjrstLs1","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","510854XXXXXX0070","R","AUTH","34876997","-10.00000000","-10.00000000","0.00000000","-0.02000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.15000000","0.00000000","0.00000000","-0.17000000"
"2025-10-09","TD","424018","MC","KkQgei5VJJg94ofLkvXTEC","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","55432865279100499851848","520470XXXXXX9500","S","SALE","34876997","8.00000000","8.00000000","8.00000000","-0.33000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.19000000","0.00000000","0.00000000","7.48000000"
"2025-10-09","TD","424018","MC","uIvmGfnnzzKUerh5SXqUGC","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","555555XXXXXX4444","S","AUTH","34876997","33.80000000","33.80000000","0.00000000","-0.04000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.17000000","0.00000000","0.00000000","-0.21000000"
"2025-10-09","TD","424018","MC","QiDPAm2J2BlK13Tx73MY5S","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","511234XXXXXX5114","S","AUTH","34876997","22.00000000","22.00000000","0.00000000","-0.04000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.17000000","0.00000000","0.00000000","-0.21000000"
"2025-10-09","TD","424018","MC","FARgGqT74gfgUlZSXcyaGs","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","511234XXXXXX5114","S","SALE","34876997","22.00000000","22.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"2025-10-09","TD","424018","MC","XgVR2DY9On8BDsctMAqNVL","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","555555XXXXXX4444","S","AUTH","34876997","23.00000000","23.00000000","0.00000000","-0.04200000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16800000","0.00000000","0.00000000","-0.21000000"
"2025-10-09","TD","424018","MC","KkQgei5VJJg94ofLkvXTEC","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","520470XXXXXX9500","S","SALE","34876997","70.00000000","70.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"2025-10-09","TD","424018","MC","cApKwJGERAZ4xechzwdwFz","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","55432865279100499851707","520470XXXXXX9500","S","SALE","34876997","60.00000000","60.00000000","60.00000000","-0.99857144","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.01785714","0.00000000","0.00000000","58.98357142"
"2025-10-09","TD","424018","MC","KkQgei5VJJg94ofLkvXTEC","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","520470XXXXXX9500","S","SALE","34876997","30.00000000","30.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"2025-10-09","TD","424018","MC","iWJDDv66CwCZGbaLl91hh3","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","555555XXXXXX4444","S","SALE","34876997","22.00000000","22.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"2025-10-09","TD","424018","MC","KkQgei5VJJg94ofLkvXTEC","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","520470XXXXXX9500","S","AUTH","34876997","2.00000000","2.00000000","0.00000000","-0.12000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.51000000","0.00000000","0.00000000","-0.63000000"
"2025-10-09","TD","424018","MC","fm7ZOYE5teRcmKbWviN9SJ","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","555555XXXXXX4444","S","SALE","34876997","23.20000000","23.20000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"2025-10-09","TD","424018","MC","ez9SBfhE7mUhTkwE2NAwsZ","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","55432865279100499851947","511234XXXXXX5114","S","SALE","34876997","22.00000000","22.00000000","22.00000000","-0.33250000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.01750000","0.00000000","0.00000000","21.65000000"
"2025-10-09","TD","424018","MC","5R7ipMjn3o3NRf1UAmrCJK","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","511234XXXXXX5114","S","AUTH","34876997","22.00000000","22.00000000","0.00000000","-0.04142857","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16714286","0.00000000","0.00000000","-0.20857143"
"2025-10-09","TD","424018","MC","qvMbjyqDXwuXzNyzNK0ABi","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","511234XXXXXX5114","S","AUTH","34876997","22.00000000","22.00000000","0.00000000","-0.04250000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-0.21000000"
"2025-10-09","TD","424018","MC","fMQaI1DV9XLxkZ7LGI7aaN","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","55432865279100499851772","555555XXXXXX4444","S","SALE","34876997","23.00000000","23.00000000","23.00000000","-0.61090909","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.01727273","0.00000000","0.00000000","22.37181818"
"2025-10-09","TD","424018","MC","EOClb7wQtpJlPtsAqrEj7h","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","555555XXXXXX4444","S","AUTH","34876997","43.00000000","43.00000000","0.00000000","-0.04000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.17000000","0.00000000","0.00000000","-0.21000000"
"2025-10-09","TD","424018","MC","KkQgei5VJJg94ofLkvXTEC","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","520470XXXXXX9500","S","SALE","34876997","10.00000000","10.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"2025-10-09","TD","424018","MC","d7JqvaM0tfj8uRT0v01qHU","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","511234XXXXXX5114","S","AUTH","34876997","22.00000000","22.00000000","0.00000000","-0.04166667","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16833333","0.00000000","0.00000000","-0.21000000"
"2025-10-09","TD","424018","MC","p7gFYc86fIElGzr8EajBCa","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","511100XXXXXX1128","S","AUTH","34876997","304.00000000","304.00000000","0.00000000","-0.09000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.17000000","0.00000000","0.00000000","-0.26000000"
"2025-10-09","TD","424018","MC","H6a5d664LKffxLwUGZAT3D","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","511234XXXXXX5114","S","SALE","34876997","22.00000000","22.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"2025-10-09","TD","424018","MC","QU9mWgHwYVFpT9dPGouJny","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","520470XXXXXX9500","S","SALE","34876997","40.00000000","40.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"2025-10-09","TD","424018","MC","6WmjjZijJTXwCjGMWSxfJF","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","511100XXXXXX1128","S","AUTH","34876997","304.00000000","304.00000000","0.00000000","-0.09000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.17000000","0.00000000","0.00000000","-0.26000000"
"2025-10-09","TD","424018","MC","ylGmppIIdP1H5ZO9QsMvAj","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","520470XXXXXX9500","S","SALE","34876997","60.00000000","60.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"2025-10-09","TD","424018","MC","JeQrMQHX025gyLlCMPz6wA","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","511100XXXXXX1128","R","REFUND","34876997","-15.00000000","-15.00000000","-30.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-30.00000000"
"2025-10-09","TD","424018","MC","XVnG6e477fbWAOpldrOUbL","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","555555XXXXXX4444","S","SALE","34876997","33.80000000","33.80000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"2025-10-09","TD","424018","MC","sDcSH61kr6KgSA5a29Bu1L","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","55432865279100499851640","511234XXXXXX5114","S","SALE","34876997","22.00000000","22.00000000","22.00000000","-0.61090909","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.01727273","0.00000000","0.00000000","21.37181818"
"2025-10-09","TD","424018","MC","RyWGWpqXGUyvKPFJQNxiV4","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","511234XXXXXX5114","S","SALE","34876997","22.00000000","22.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"2025-10-09","TD","424018","MC","z3ErB7mflow3JsQshARU83","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","510854XXXXXX0070","R","REFUND","34876997","-10.00000000","-10.00000000","-20.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-20.00000000"
"2025-10-09","TD","424018","MC","S6xWef88YZplCJPkOBzNmS","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","511234XXXXXX5114","S","AUTH","34876997","22.00000000","22.00000000","0.00000000","-0.04250000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-0.21000000"
"2025-10-09","TD","424018","MC","3d2AvMcnH4biEI3WUUBUkp","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","511234XXXXXX5114","S","AUTH","34876997","22.00000000","22.00000000","0.00000000","-0.04333333","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16666667","0.00000000","0.00000000","-0.21000000"
"2025-10-09","TD","424018","MC","Lrc9ORQSSfbbPA6PzAR01Q","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","511234XXXXXX5114","S","SALE","34876997","22.00000000","22.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"2025-10-09","TD","424018","MC","ZMXOkQDbxw9ef4rRh18pQx","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","520470XXXXXX9500","S","SALE","34876997","40.00000000","40.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"2025-10-09","TD","424018","MC","RuGLVE9Poe8cqeZSt44nbJ","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","511100XXXXXX1128","S","SALE","34876997","15.00000000","15.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
